gameid,home,team,SEC,DIST,REBchancesOFF,REBchancesDEF,REBchancestotal,touches,2ndAST,FTAST,passes,AST,contestedFGM,contestedFGA,contestedFGpct,uncontestedFGM,uncontestedFGA,uncontestedFGpct,FGpct,defendedatrimFGM,defendedatrimFGA,defendedatrimFGpct
22201022,False,UTA,14400,18.04,36,52,85,370,4,2,247,31,16,34,0.471,27,56,0.482,0.478,14,22,0.636
22201023,True,DAL,14400,17.76,22,58,80,415,3,0,294,23,12,33,0.364,23,57,0.404,0.389,15,18,0.833
22201023,False,MEM,14400,17.86,18,77,93,384,5,2,268,23,16,28,0.571,22,55,0.4,0.458,12,24,0.5
22201024,True,HOU,14400,17.05,32,54,84,411,4,4,284,27,23,41,0.561,17,49,0.347,0.444,21,32,0.656
22201024,False,BOS,14400,16.57,28,56,82,360,4,1,243,19,15,32,0.469,24,55,0.436,0.448,19,27,0.704
22201025,True,GSW,14400,17.29,24,55,76,423,2,4,298,28,17,33,0.515,28,50,0.56,0.542,17,21,0.81
22201025,False,PHX,14400,17.64,38,47,79,379,1,2,249,25,27,46,0.587,19,49,0.388,0.484,20,30,0.667
22201026,True,SAC,14400,18.66,31,46,75,445,0,3,317,31,19,40,0.475,27,64,0.422,0.442,20,25,0.8
22201026,False,MIL,14400,17.85,18,68,84,367,4,3,252,29,18,30,0.6,32,56,0.571,0.581,19,31,0.613
22201027,True,CHA,14400,18.02,13,56,67,421,3,2,297,28,27,39,0.692,16,37,0.432,0.566,18,34,0.529
22201027,False,CLE,14400,17.9,19,40,59,401,3,1,289,29,20,41,0.488,25,46,0.543,0.511,20,25,0.8
22201028,True,WAS,14400,17.66,19,67,85,405,3,0,288,24,17,30,0.567,27,55,0.491,0.518,17,30,0.567
22201028,False,DET,14400,17.91,38,42,80,381,2,1,258,18,17,43,0.395,21,56,0.375,0.384,24,27,0.889
22201029,True,TOR,14400,17.56,26,41,65,411,2,1,291,25,24,41,0.585,24,51,0.471,0.527,27,32,0.844
22201029,False,DEN,14400,17.13,12,46,57,328,4,2,219,29,26,36,0.722,16,40,0.4,0.553,23,30,0.767
22201030,True,NOP,14400,17.92,37,41,76,405,1,1,282,23,18,27,0.667,24,71,0.338,0.429,16,20,0.8
22201030,False,LAL,14400,17.43,23,61,81,374,4,3,249,24,12,26,0.462,28,56,0.5,0.488,16,25,0.64
22201031,True,OKC,14400,18.71,30,66,93,394,1,2,267,22,24,39,0.615,21,60,0.35,0.455,15,21,0.714
22201031,False,BKN,14400,18.24,21,57,77,430,4,2,307,25,14,28,0.5,21,54,0.389,0.427,25,37,0.676
22201032,True,SAS,14400,18.47,19,67,82,428,7,2,307,39,17,28,0.607,31,57,0.544,0.565,22,38,0.579
22201032,False,ORL,14400,18.3,35,46,79,399,4,3,277,24,18,43,0.419,26,54,0.481,0.454,17,22,0.773
22201033,True,PHX,14400,17.5,38,57,91,352,1,1,233,23,8,33,0.242,33,62,0.532,0.432,15,18,0.833
22201033,False,MIL,14400,17.5,23,76,97,388,3,1,268,24,18,30,0.6,22,55,0.4,0.471,8,18,0.444
22201034,True,POR,14400,17.68,27,40,63,407,5,1,285,22,16,45,0.356,22,54,0.407,0.384,18,25,0.72
22201034,False,NYK,14400,17.86,20,69,87,371,3,5,256,23,16,30,0.533,26,51,0.51,0.519,13,31,0.419
22201035,True,CLE,14400,16.75,26,39,63,375,2,3,259,20,14,26,0.538,26,59,0.441,0.471,11,14,0.786
22201035,False,PHI,14400,16.46,30,59,86,364,5,1,245,24,13,22,0.591,26,53,0.491,0.52,15,22,0.682
22201036,True,MIA,14400,18.45,13,52,62,444,4,5,328,33,22,38,0.579,27,44,0.614,0.598,16,23,0.696
22201036,False,MEM,14400,18.39,19,36,53,435,9,0,308,29,19,29,0.655,27,62,0.435,0.505,20,25,0.8
22201037,True,CHI,14400,17.83,38,55,87,429,3,2,298,28,13,31,0.419,25,66,0.379,0.392,16,23,0.696
22201037,False,SAC,14400,18.4,24,70,92,390,3,4,271,26,14,25,0.56,24,53,0.453,0.487,11,23,0.478
22201038,True,HOU,14400,17.14,28,70,98,412,1,2,282,22,29,46,0.63,18,43,0.419,0.528,16,30,0.533
22201038,False,LAL,14400,17.2,30,42,69,369,2,2,250,21,14,30,0.467,20,60,0.333,0.378,34,48,0.708
22201039,True,MIN,14400,17.44,21,67,86,404,0,3,293,27,15,30,0.5,22,54,0.407,0.44,15,24,0.625
22201039,False,BOS,14400,16.57,25,66,88,386,6,4,271,20,13,32,0.406,21,52,0.404,0.405,14,20,0.7
22201040,True,SAS,15900,20.24,33,55,85,453,2,3,314,26,24,47,0.511,25,60,0.417,0.458,15,27,0.556
22201040,False,DAL,15900,20.11,27,72,95,446,6,5,315,23,18,36,0.5,26,50,0.52,0.512,17,29,0.586
22201041,True,LAC,14400,17.54,30,44,71,432,7,0,302,30,21,40,0.525,25,56,0.446,0.479,19,29,0.655
22201041,False,GSW,14400,17.66,14,52,66,410,3,1,290,28,17,32,0.531,32,56,0.571,0.557,18,26,0.692
22201042,True,DET,14400,17.72,33,47,77,408,6,1,286,24,18,35,0.514,21,50,0.42,0.459,28,40,0.7
22201042,False,DEN,14400,16.79,31,59,86,385,2,3,269,29,23,43,0.535,24,46,0.522,0.528,20,27,0.741
22201043,True,BKN,14400,17.37,12,59,66,408,5,1,306,20,11,26,0.423,22,54,0.407,0.413,17,28,0.607
22201043,False,SAC,14400,17.74,31,63,89,418,3,0,301,22,16,31,0.516,16,51,0.314,0.39,12,20,0.6
22201044,True,TOR,14400,17.79,41,60,98,393,4,1,268,29,21,43,0.488,26,54,0.481,0.485,18,33,0.545
22201044,False,OKC,14400,18.33,33,54,84,392,6,4,271,18,15,40,0.375,25,54,0.463,0.426,20,38,0.526
22201045,True,MIL,14400,18.19,21,53,69,403,1,4,277,26,18,31,0.581,29,58,0.5,0.528,22,29,0.759
22201045,False,IND,14400,18.82,28,51,77,429,6,4,307,36,15,27,0.556,39,70,0.557,0.557,25,33,0.758
22201046,True,PHX,14400,17.86,17,49,65,418,6,2,298,26,12,28,0.429,31,62,0.5,0.478,24,32,0.75
22201046,False,ORL,14400,18.28,22,58,80,350,1,1,226,25,19,38,0.5,24,48,0.5,0.5,10,17,0.588
22201047,True,CHA,14400,18.22,24,47,69,434,2,5,313,20,12,29,0.414,17,57,0.298,0.337,21,33,0.636
22201047,False,PHI,14400,17.45,30,80,105,390,5,4,272,24,21,35,0.6,25,57,0.439,0.5,9,18,0.5
22201048,True,ATL,14400,18.1,31,56,86,373,2,4,247,27,17,36,0.472,30,64,0.469,0.47,31,41,0.756
22201048,False,GSW,14400,18.13,31,67,94,409,4,3,275,28,22,39,0.564,25,59,0.424,0.48,20,28,0.714
22201049,True,CLE,14400,17.79,19,43,61,381,5,1,269,31,27,46,0.587,21,41,0.512,0.552,13,21,0.619
22201049,False,WAS,14400,18.0,15,52,64,409,1,4,290,22,18,38,0.474,17,38,0.447,0.461,27,36,0.75
22201050,True,CHI,17400,20.69,21,56,71,437,1,0,306,23,19,39,0.487,32,55,0.582,0.543,19,34,0.559
22201050,False,MIN,17400,21.17,25,59,81,570,7,4,426,33,25,51,0.49,21,49,0.429,0.46,19,31,0.613
22201051,True,HOU,14400,17.09,30,57,84,387,1,2,267,20,24,46,0.522,19,42,0.452,0.489,21,29,0.724
22201051,False,NOP,14400,17.48,19,50,66,371,3,2,261,22,14,31,0.452,25,51,0.49,0.476,22,32,0.688
22201052,True,SAS,15900,20.52,42,61,99,464,6,5,326,31,14,32,0.438,25,66,0.379,0.398,18,31,0.581
22201052,False,MEM,15900,20.08,31,69,98,440,3,4,299,27,31,53,0.585,18,48,0.375,0.485,11,23,0.478
22201053,True,POR,14400,17.87,20,52,69,342,4,2,230,20,19,36,0.528,19,43,0.442,0.481,17,29,0.586
22201053,False,BOS,14400,17.09,33,65,94,402,9,1,273,29,16,36,0.444,25,51,0.49,0.471,15,22,0.682
22201054,True,LAL,14400,16.85,25,42,66,380,4,3,262,23,22,36,0.611,21,48,0.438,0.512,17,22,0.773
22201054,False,DAL,14400,16.74,16,48,57,430,4,4,322,27,12,26,0.462,28,53,0.528,0.506,18,25,0.72
22201055,True,NYK,14400,17.16,29,43,71,385,1,1,270,23,19,32,0.594,22,51,0.431,0.494,19,25,0.76
22201055,False,DEN,14400,16.9,14,42,54,396,3,1,287,30,18,29,0.621,25,55,0.455,0.512,19,27,0.704
22201056,True,LAC,14400,17.64,26,46,69,424,5,5,300,23,27,53,0.509,15,36,0.417,0.467,15,24,0.625
22201056,False,ORL,14400,18.63,25,55,77,405,2,0,274,23,18,30,0.6,24,54,0.444,0.5,21,41,0.512
22201057,True,IND,14400,18.03,24,48,69,394,3,4,277,28,20,37,0.541,25,50,0.5,0.517,20,26,0.769
22201057,False,PHI,14400,17.78,18,37,54,388,4,2,276,31,19,32,0.594,35,56,0.625,0.614,20,34,0.588
22201058,True,TOR,14400,18.48,22,53,73,410,5,3,287,23,24,39,0.615,24,51,0.471,0.533,23,35,0.657
22201058,False,MIN,14400,18.94,20,56,73,411,1,3,288,27,25,43,0.581,16,44,0.364,0.459,20,29,0.69
22201059,True,WAS,14400,18.22,30,47,73,391,4,1,270,27,16,34,0.471,25,57,0.439,0.451,19,28,0.679
22201059,False,SAC,14400,18.57,15,58,70,379,2,2,268,34,22,38,0.579,26,48,0.542,0.558,15,31,0.484
22201060,True,CHI,14400,16.73,11,47,56,433,5,0,330,34,14,26,0.538,31,54,0.574,0.563,13,20,0.65
22201060,False,MIA,14400,17.19,30,34,64,407,7,1,294,23,17,31,0.548,18,51,0.353,0.427,13,16,0.813
22201061,True,MEM,14400,18.3,23,55,78,388,3,2,269,35,19,38,0.5,33,57,0.579,0.547,19,35,0.543
22201061,False,GSW,14400,17.93,31,50,79,428,3,3,295,27,16,37,0.432,23,54,0.426,0.429,13,19,0.684
22201062,True,UTA,14400,17.57,31,58,87,376,3,3,254,29,14,39,0.359,28,58,0.483,0.433,12,21,0.571
22201062,False,BOS,14400,16.8,14,64,77,424,8,2,309,30,14,24,0.583,28,64,0.438,0.477,20,37,0.541
22201063,True,BKN,14400,17.11,14,46,59,397,2,1,286,26,17,35,0.486,21,47,0.447,0.463,12,18,0.667
22201063,False,DEN,14400,16.7,22,45,66,397,4,1,287,31,22,39,0.564,20,41,0.488,0.525,16,22,0.727
22201064,True,OKC,14400,18.46,21,61,80,384,2,3,260,20,22,36,0.611,20,47,0.426,0.5,15,27,0.556
22201064,False,PHX,14400,18.32,28,58,83,400,3,3,276,31,15,31,0.484,29,61,0.475,0.478,21,37,0.568
22201065,True,SAS,14400,18.54,26,63,88,374,1,2,251,26,23,41,0.561,28,53,0.528,0.543,22,35,0.629
22201065,False,ATL,14400,17.85,42,51,90,361,4,2,232,21,27,52,0.519,20,49,0.408,0.475,19,31,0.613
22201066,True,DET,14400,17.56,22,53,72,404,2,1,293,26,18,26,0.692,20,56,0.357,0.463,11,17,0.647
22201066,False,MIA,14400,17.03,19,49,66,405,5,3,299,33,11,21,0.524,27,58,0.466,0.481,11,17,0.647
22201067,True,HOU,14400,17.04,26,44,70,414,2,3,301,15,13,29,0.448,18,47,0.383,0.408,17,24,0.708
22201067,False,NOP,14400,17.19,24,59,82,402,4,1,291,28,21,35,0.6,21,50,0.42,0.494,14,22,0.636
22201068,True,MIL,14400,17.46,20,69,88,380,10,1,265,35,14,21,0.667,29,61,0.475,0.524,16,31,0.516
22201068,False,TOR,14400,18.1,31,50,80,407,2,0,286,25,15,39,0.385,29,60,0.483,0.444,16,20,0.8
22201069,True,POR,14400,17.38,24,54,76,369,1,2,250,24,21,42,0.5,16,40,0.4,0.451,21,37,0.568
22201069,False,LAC,14400,17.0,36,54,89,383,6,0,261,26,22,44,0.5,21,50,0.42,0.457,19,30,0.633
22201070,True,LAL,14400,17.25,20,83,102,389,7,4,270,25,12,25,0.48,24,53,0.453,0.462,15,26,0.577
22201070,False,ORL,14400,17.95,38,45,79,382,2,1,260,24,25,51,0.49,16,50,0.32,0.402,9,13,0.692
22201071,True,CHA,14400,18.51,22,48,68,412,6,5,287,26,18,33,0.545,23,57,0.404,0.456,24,41,0.585
22201071,False,IND,14400,18.28,36,56,88,429,3,5,304,27,18,40,0.45,19,42,0.452,0.451,18,30,0.6
22201072,True,PHI,17400,19.76,24,73,94,502,6,4,371,28,16,37,0.432,22,53,0.415,0.422,18,25,0.72
22201072,False,CHI,17400,20.09,20,61,80,420,1,4,297,20,17,34,0.5,22,60,0.367,0.415,17,28,0.607
22201073,True,NYK,14400,18.08,25,42,63,383,0,1,265,26,18,30,0.6,30,55,0.545,0.565,23,32,0.719
22201073,False,MIN,14400,18.37,13,46,58,424,1,2,304,34,30,50,0.6,21,33,0.636,0.614,22,26,0.846
22201074,True,HOU,14400,17.29,31,46,74,385,1,1,256,14,17,33,0.515,22,60,0.367,0.419,23,33,0.697
22201074,False,GSW,14400,17.35,20,62,81,441,7,3,316,31,17,29,0.586,27,59,0.458,0.5,22,34,0.647
22201075,True,MEM,14400,17.7,34,52,85,400,2,4,284,21,21,40,0.525,20,49,0.408,0.461,12,22,0.545
22201075,False,DAL,14400,17.13,22,54,73,419,7,0,299,22,15,31,0.484,24,53,0.453,0.464,17,23,0.739
22201076,True,UTA,14400,18.54,21,62,79,404,5,3,287,33,24,46,0.522,22,42,0.524,0.523,10,25,0.4
22201076,False,SAC,14400,18.48,29,45,72,475,5,3,351,28,15,34,0.441,25,62,0.403,0.423,21,29,0.724
22201077,True,ORL,14400,18.23,20,49,66,411,5,7,294,27,14,30,0.467,29,50,0.58,0.538,17,22,0.773
22201077,False,WAS,14400,17.93,15,45,59,427,2,2,309,30,17,33,0.515,25,50,0.5,0.506,16,26,0.615
22201078,True,ATL,14400,18.03,33,63,94,403,3,1,270,26,18,36,0.5,26,59,0.441,0.463,13,23,0.565
22201078,False,DET,14400,18.62,28,64,88,378,3,3,257,20,19,36,0.528,18,55,0.327,0.407,16,31,0.516
22201079,True,BKN,14400,17.72,33,49,82,413,1,1,283,25,20,40,0.5,21,52,0.404,0.446,13,22,0.591
22201079,False,CLE,14400,17.43,18,44,60,350,3,0,236,23,15,31,0.484,27,52,0.519,0.506,18,32,0.563
22201080,True,NOP,14400,17.83,17,69,82,401,3,4,284,31,15,26,0.577,30,55,0.545,0.556,9,19,0.474
22201080,False,SAS,14400,18.47,23,47,68,391,1,4,271,22,10,28,0.357,20,59,0.339,0.345,14,21,0.667
22201081,True,SAC,14400,18.08,23,51,71,445,4,1,332,25,11,20,0.55,28,61,0.459,0.481,23,30,0.767
22201081,False,BOS,14400,16.84,21,48,65,377,7,2,262,33,26,39,0.667,23,53,0.434,0.533,12,18,0.667
22201082,True,LAC,14400,16.88,18,53,70,408,4,2,288,21,21,35,0.6,20,51,0.392,0.477,18,28,0.643
22201082,False,OKC,14400,18.22,28,49,71,369,1,2,245,19,20,38,0.526,19,55,0.345,0.419,21,27,0.778
22201083,True,WAS,14400,17.59,23,39,62,397,0,0,281,20,26,42,0.619,18,45,0.4,0.506,22,27,0.815
22201083,False,DEN,14400,17.01,19,48,66,393,6,3,275,28,20,35,0.571,22,48,0.458,0.506,20,29,0.69
22201084,True,MIA,14400,17.68,15,43,57,385,2,2,275,28,11,25,0.44,34,54,0.63,0.57,15,21,0.714
22201084,False,NYK,14400,17.51,21,42,61,402,7,7,285,29,20,31,0.645,22,51,0.431,0.512,12,21,0.571
22201085,True,TOR,14400,18.09,40,46,81,408,0,4,287,21,20,38,0.526,19,51,0.373,0.438,15,25,0.6
22201085,False,IND,14400,18.43,21,58,77,385,4,5,266,27,18,34,0.529,25,43,0.581,0.558,17,30,0.567
22201086,True,DAL,14400,17.46,23,42,63,426,3,2,303,27,20,38,0.526,24,51,0.471,0.494,28,33,0.848
22201086,False,GSW,14400,17.33,29,59,83,407,3,3,288,33,26,35,0.743,24,55,0.436,0.556,17,31,0.548
22201087,True,CHI,14400,17.43,30,50,79,379,3,3,257,18,18,38,0.474,16,45,0.356,0.41,14,21,0.667
22201087,False,PHI,14400,17.57,29,64,91,411,1,3,295,30,15,31,0.484,24,51,0.471,0.476,19,33,0.576
22201088,True,MEM,14400,17.91,20,50,68,415,5,3,296,27,24,35,0.686,21,52,0.404,0.517,24,35,0.686
22201088,False,HOU,14400,17.24,37,43,78,406,2,2,277,27,20,39,0.513,28,54,0.519,0.516,21,31,0.677
22201089,True,MIL,14400,18.02,30,78,102,379,1,4,253,24,16,24,0.667,35,73,0.479,0.52,14,22,0.636
22201089,False,SAS,14400,19.16,33,59,87,419,1,2,294,26,20,37,0.541,16,56,0.286,0.387,17,27,0.63
22201090,True,MIN,14400,18.03,23,48,69,415,3,3,291,27,22,48,0.458,23,44,0.523,0.489,22,29,0.759
22201090,False,ATL,14400,17.78,22,61,81,363,3,3,242,28,17,35,0.486,28,50,0.56,0.529,19,28,0.679
22201091,True,UTA,14400,18.07,25,59,82,399,0,4,278,24,17,33,0.515,22,49,0.449,0.476,20,29,0.69
22201091,False,POR,14400,18.09,17,55,67,419,5,0,298,28,20,37,0.541,25,56,0.446,0.484,16,27,0.593
22201092,True,LAL,14400,17.43,13,56,67,374,5,4,263,27,21,36,0.583,18,33,0.545,0.557,11,14,0.786
22201092,False,PHX,14400,17.95,30,43,69,391,5,2,265,23,17,35,0.486,25,55,0.455,0.467,18,25,0.72
22201093,True,ORL,14400,18.25,27,57,83,410,5,2,290,25,19,42,0.452,21,45,0.467,0.46,22,27,0.815
22201093,False,NYK,14400,17.93,29,60,86,415,5,1,289,26,19,35,0.543,18,53,0.34,0.42,16,24,0.667
22201094,True,BKN,14400,17.48,21,70,89,379,4,2,261,24,12,30,0.4,27,51,0.529,0.481,21,33,0.636
22201094,False,CLE,14400,17.25,29,43,69,352,3,2,237,24,23,44,0.523,19,45,0.422,0.472,14,26,0.538
22201095,True,NOP,14400,18.02,23,56,77,429,3,1,303,26,26,47,0.553,19,51,0.373,0.459,17,23,0.739
22201095,False,CHA,14400,18.49,8,55,63,382,1,1,269,24,16,25,0.64,22,58,0.379,0.458,19,33,0.576
22201096,True,LAC,14400,17.19,19,54,72,427,4,2,309,34,16,30,0.533,31,54,0.574,0.56,11,25,0.44
22201096,False,OKC,14400,17.78,34,48,80,372,4,1,258,24,12,27,0.444,29,66,0.439,0.441,12,18,0.667
22201097,True,BOS,14400,17.28,29,58,85,418,7,2,296,28,21,38,0.553,23,55,0.418,0.473,19,29,0.655
22201097,False,IND,14400,18.3,17,68,81,389,0,2,270,24,21,37,0.568,18,47,0.383,0.464,17,27,0.63
22201098,True,WAS,14400,18.2,15,56,69,411,5,4,297,29,24,40,0.6,27,45,0.6,0.6,20,31,0.645
22201098,False,SAS,14400,18.57,27,47,68,398,4,2,277,35,26,50,0.52,25,51,0.49,0.505,23,34,0.676
22201099,True,TOR,14400,17.51,29,51,77,400,6,3,279,25,15,29,0.517,26,63,0.413,0.446,16,22,0.727
22201099,False,DET,14400,17.97,20,53,71,357,1,4,240,23,20,37,0.541,14,36,0.389,0.466,16,25,0.64
22201100,True,MEM,14400,17.94,14,50,61,401,3,3,283,36,16,26,0.615,41,67,0.612,0.613,29,39,0.744
22201100,False,HOU,14400,17.03,25,46,68,381,1,1,261,25,21,35,0.6,26,52,0.5,0.54,26,31,0.839
22201101,True,DAL,14400,17.6,21,64,81,367,3,2,255,25,15,25,0.6,26,59,0.441,0.488,16,24,0.667
22201101,False,CHA,14400,18.25,18,55,71,443,11,4,328,32,20,41,0.488,23,48,0.479,0.483,20,23,0.87
22201102,True,UTA,14400,18.9,36,51,86,427,2,5,291,28,16,49,0.327,24,55,0.436,0.385,23,28,0.821
22201102,False,MIL,14400,18.28,23,80,96,470,8,1,335,42,17,31,0.548,38,68,0.559,0.556,15,32,0.469
22201103,True,GSW,14400,17.66,19,60,75,413,7,2,293,27,18,32,0.563,24,56,0.429,0.477,14,20,0.7
22201103,False,PHI,14400,17.82,10,54,62,379,2,3,269,23,14,25,0.56,24,53,0.453,0.487,15,19,0.789
22201104,True,POR,14400,17.46,17,35,51,418,1,2,300,23,17,35,0.486,20,51,0.392,0.43,21,36,0.583
22201104,False,CHI,14400,17.37,17,58,74,382,7,0,269,33,17,35,0.486,31,49,0.633,0.571,22,25,0.88
22201105,True,SAC,14400,18.53,21,43,61,393,2,2,280,29,28,39,0.718,19,50,0.38,0.528,15,24,0.625
22201105,False,PHX,14400,17.96,23,53,75,404,5,1,281,33,22,37,0.595,25,51,0.49,0.539,24,35,0.686
22201106,True,LAL,14400,17.43,32,59,91,397,1,2,276,20,19,34,0.559,23,57,0.404,0.462,10,19,0.526
22201106,False,OKC,14400,17.79,26,57,80,345,1,4,227,21,15,32,0.469,24,59,0.407,0.435,16,22,0.727
22201107,True,ATL,14400,18.35,29,56,85,417,5,3,286,33,25,49,0.51,28,47,0.596,0.552,26,38,0.684
22201107,False,IND,14400,18.73,27,39,66,430,5,1,309,33,23,40,0.575,29,56,0.518,0.542,29,37,0.784
22201108,True,MIA,14400,17.37,22,51,72,391,1,1,280,22,14,32,0.438,24,48,0.5,0.475,15,21,0.714
22201108,False,BKN,14400,17.32,34,51,84,394,4,0,279,30,22,37,0.595,22,52,0.423,0.494,17,27,0.63
22201109,True,DEN,14400,17.44,15,56,70,392,5,2,273,28,21,32,0.656,26,57,0.456,0.528,17,26,0.654
22201109,False,MIL,14400,17.32,17,49,63,363,2,2,241,26,15,29,0.517,24,59,0.407,0.443,19,26,0.731
22201110,True,PHX,14400,17.41,29,53,80,393,3,2,278,35,19,44,0.432,28,49,0.571,0.505,12,18,0.667
22201110,False,PHI,14400,17.29,15,45,59,381,1,2,267,21,12,25,0.48,22,53,0.415,0.436,15,31,0.484
22201111,True,SAC,14400,18.56,29,54,80,444,7,3,321,30,16,33,0.485,28,62,0.452,0.463,26,34,0.765
22201111,False,UTA,14400,18.32,27,53,79,433,4,1,310,30,31,48,0.646,16,43,0.372,0.516,16,30,0.533
22201112,True,LAC,14400,17.79,10,47,57,416,7,5,298,29,12,23,0.522,27,52,0.519,0.52,17,27,0.63
22201112,False,NOP,14400,17.95,30,46,73,435,7,0,309,36,21,41,0.512,30,55,0.545,0.531,10,15,0.667
22201113,True,CHA,14400,17.88,22,68,90,444,3,2,319,27,18,35,0.514,21,53,0.396,0.443,10,16,0.625
22201113,False,DAL,14400,17.13,17,60,76,387,3,3,270,18,11,24,0.458,21,60,0.35,0.381,15,23,0.652
22201114,True,LAL,14400,16.91,20,49,67,425,4,4,314,24,16,23,0.696,22,52,0.423,0.507,17,25,0.68
22201114,False,CHI,14400,17.17,22,53,69,379,2,2,268,32,19,39,0.487,28,47,0.596,0.54,20,25,0.8
22201115,True,ATL,14400,17.73,34,58,89,405,3,2,277,27,24,47,0.511,21,51,0.412,0.459,18,25,0.72
22201115,False,MEM,14400,18.03,21,59,79,375,1,3,256,28,21,33,0.636,27,56,0.482,0.539,25,38,0.658
22201116,True,BOS,14400,17.77,17,78,91,365,4,1,243,29,26,32,0.813,26,59,0.441,0.571,11,21,0.524
22201116,False,SAS,14400,18.96,26,53,73,403,1,1,283,22,15,40,0.375,21,57,0.368,0.371,24,29,0.828
22201117,True,CLE,14400,16.84,18,57,74,376,4,4,264,20,15,31,0.484,24,52,0.462,0.47,19,32,0.594
22201117,False,HOU,14400,16.58,36,43,78,395,3,2,282,20,20,39,0.513,15,41,0.366,0.438,18,27,0.667
22201118,True,ORL,14400,18.54,19,69,86,384,5,2,263,30,20,41,0.488,25,44,0.568,0.529,11,19,0.579
22201118,False,BKN,14400,18.15,31,54,82,408,3,1,283,17,12,23,0.522,25,68,0.368,0.407,20,33,0.606
22201119,True,TOR,14400,17.58,36,51,83,386,3,3,263,22,17,37,0.459,28,61,0.459,0.459,14,31,0.452
22201119,False,WAS,14400,17.93,27,56,82,411,2,4,292,25,13,35,0.371,25,51,0.49,0.442,17,27,0.63
22201120,True,POR,14400,18.15,21,56,76,376,0,3,258,18,12,31,0.387,27,51,0.529,0.476,22,41,0.537
22201120,False,OKC,14400,18.17,34,55,88,438,2,2,315,23,16,35,0.457,25,59,0.424,0.436,15,24,0.625
22201121,True,GSW,14400,17.48,16,63,76,411,9,2,294,25,14,27,0.519,20,55,0.364,0.415,8,14,0.571
22201121,False,MIN,14400,17.48,30,54,82,424,4,3,308,25,14,31,0.452,20,49,0.408,0.425,12,20,0.6
22201122,True,DET,14400,18.53,26,60,82,355,2,6,229,22,11,31,0.355,30,61,0.492,0.446,12,14,0.857
22201122,False,MIL,14400,17.86,24,53,76,400,6,1,271,28,19,30,0.633,26,65,0.4,0.474,17,24,0.708
22201123,True,IND,14400,18.2,36,44,79,435,4,2,306,20,19,40,0.475,20,53,0.377,0.419,16,22,0.727
22201123,False,DAL,14400,17.48,13,66,77,390,3,2,281,29,14,23,0.609,33,60,0.55,0.566,14,28,0.5
22201124,True,NYK,14400,17.46,24,54,73,394,5,1,277,35,17,24,0.708,33,62,0.532,0.581,22,36,0.611
22201124,False,HOU,14400,16.83,29,41,67,396,5,1,277,24,21,40,0.525,21,47,0.447,0.483,19,21,0.905
22201125,True,UTA,14400,17.95,26,67,91,405,5,3,287,25,16,33,0.485,22,53,0.415,0.442,14,25,0.56
22201125,False,PHX,14400,17.38,38,58,94,407,3,4,283,31,14,32,0.438,29,69,0.42,0.426,21,33,0.636
22201126,True,DEN,14400,16.81,18,49,65,431,3,4,313,34,20,30,0.667,23,55,0.418,0.506,22,31,0.71
22201126,False,PHI,14400,17.7,28,51,79,391,2,1,277,18,20,36,0.556,23,53,0.434,0.483,24,35,0.686
22201127,True,POR,14400,18.0,19,34,53,379,0,0,259,15,18,32,0.563,17,58,0.293,0.389,28,36,0.778
22201127,False,NOP,14400,17.5,19,68,86,410,5,1,295,31,20,34,0.588,29,52,0.558,0.57,16,21,0.762
22201128,True,SAC,14400,18.44,28,47,72,363,0,3,244,16,22,38,0.579,17,46,0.37,0.464,19,32,0.594
22201128,False,MIN,14400,18.02,20,55,72,463,8,5,345,33,19,37,0.514,25,49,0.51,0.512,19,30,0.633
22201129,True,LAC,14400,17.08,14,47,59,405,8,2,291,41,17,25,0.68,31,56,0.554,0.593,18,23,0.783
22201129,False,CHI,14400,17.24,20,39,54,383,6,2,270,26,18,31,0.581,26,51,0.51,0.537,21,26,0.808
22201130,True,WAS,14400,17.86,23,55,78,391,1,1,274,33,26,42,0.619,28,57,0.491,0.545,26,32,0.813
22201130,False,BOS,14400,17.01,18,56,72,383,6,1,267,29,22,37,0.595,23,56,0.411,0.484,22,28,0.786
22201131,True,ATL,14400,17.75,34,54,83,369,5,3,243,25,17,38,0.447,24,51,0.471,0.461,25,35,0.714
22201131,False,CLE,14400,18.0,20,58,76,336,2,1,219,20,25,45,0.556,22,48,0.458,0.505,14,26,0.538
22201132,True,TOR,14400,17.04,23,51,74,409,5,2,297,32,25,43,0.581,20,50,0.4,0.484,9,20,0.45
22201132,False,MIA,14400,17.14,25,55,79,388,5,1,276,18,14,33,0.424,18,47,0.383,0.4,24,32,0.75
22201133,True,MEM,14400,19.01,21,79,97,445,6,1,323,26,13,33,0.394,29,55,0.527,0.477,15,25,0.6
22201133,False,ORL,14400,19.2,28,61,86,401,3,0,272,24,11,30,0.367,29,69,0.42,0.41,16,28,0.571
22201134,True,OKC,14400,19.67,29,56,79,435,3,3,309,25,30,48,0.625,20,48,0.417,0.521,25,31,0.806
22201134,False,CHA,14400,19.25,31,49,77,426,5,4,293,34,28,44,0.636,24,50,0.48,0.553,25,38,0.658
22201135,True,GSW,14400,17.57,16,60,76,419,5,2,298,32,17,31,0.548,26,51,0.51,0.524,7,16,0.438
22201135,False,NOP,14400,17.71,38,45,79,416,5,1,292,30,22,39,0.564,20,51,0.392,0.467,23,28,0.821
