gameid,date,home,h_pts,away,a_pts,ot,type
22200001,2022-10-18T19:30:00Z,BOS,126,PHI,117,0,regular
22200002,2022-10-18T22:00:00Z,GSW,123,LAL,109,0,regular
22200003,2022-10-19T19:00:00Z,DET,113,ORL,109,0,regular
22200004,2022-10-19T19:00:00Z,IND,107,WAS,114,0,regular
22200008,2022-10-19T19:30:00Z,TOR,108,CLE,105,0,regular
22200007,2022-10-19T19:30:00Z,MIA,108,CHI,116,0,regular
22200009,2022-10-19T19:30:00Z,MEM,115,NYK,112,1,regular
22200005,2022-10-19T19:30:00Z,ATL,117,HOU,107,0,regular
22200006,2022-10-19T19:30:00Z,BKN,108,NOP,130,0,regular
22200010,2022-10-19T20:00:00Z,MIN,115,OKC,108,0,regular
22200011,2022-10-19T20:00:00Z,SAS,102,CHA,129,0,regular
22200012,2022-10-19T21:00:00Z,UTA,123,DEN,102,0,regular
22200013,2022-10-19T22:00:00Z,PHX,107,DAL,105,0,regular
22200014,2022-10-19T22:00:00Z,SAC,108,POR,115,0,regular
22200015,2022-10-20T19:30:00Z,PHI,88,MIL,90,0,regular
22200016,2022-10-20T22:00:00Z,LAL,97,LAC,103,0,regular
22200018,2022-10-21T19:00:00Z,IND,134,SAS,137,0,regular
22200019,2022-10-21T19:00:00Z,WAS,102,CHI,100,0,regular
22200017,2022-10-21T19:00:00Z,CHA,112,NOP,124,0,regular
22200020,2022-10-21T19:30:00Z,ATL,108,ORL,98,0,regular
22200021,2022-10-21T19:30:00Z,BKN,109,TOR,105,0,regular
22200022,2022-10-21T19:30:00Z,MIA,104,BOS,111,0,regular
22200023,2022-10-21T19:30:00Z,NYK,130,DET,106,0,regular
22200024,2022-10-21T20:00:00Z,HOU,122,MEM,129,0,regular
22200025,2022-10-21T20:00:00Z,MIN,126,UTA,132,1,regular
22200027,2022-10-21T22:00:00Z,POR,113,PHX,111,1,regular
22200026,2022-10-21T22:00:00Z,GSW,123,DEN,128,0,regular
22200028,2022-10-22T18:00:00Z,PHI,105,SAS,114,0,regular
22200029,2022-10-22T19:00:00Z,IND,124,DET,115,0,regular
22200030,2022-10-22T19:00:00Z,ORL,120,BOS,126,0,regular
22200031,2022-10-22T20:00:00Z,MIA,112,TOR,109,0,regular
22200032,2022-10-22T20:00:00Z,CHI,96,CLE,128,0,regular
22200033,2022-10-22T20:00:00Z,MIL,125,HOU,105,0,regular
22200034,2022-10-22T20:30:00Z,DAL,137,MEM,96,0,regular
22200035,2022-10-22T21:00:00Z,DEN,122,OKC,117,0,regular
22200036,2022-10-22T22:00:00Z,SAC,109,LAC,111,0,regular
22200037,2022-10-23T15:30:00Z,LAL,104,POR,106,0,regular
22200038,2022-10-23T17:00:00Z,ATL,109,CHA,126,0,regular
22200040,2022-10-23T19:00:00Z,NOP,121,UTA,122,1,regular
22200039,2022-10-23T19:00:00Z,CLE,117,WAS,107,1,regular
22200041,2022-10-23T20:00:00Z,OKC,106,MIN,116,0,regular
22200042,2022-10-23T20:30:00Z,GSW,130,SAC,125,0,regular
22200043,2022-10-23T22:00:00Z,LAC,95,PHX,112,0,regular
22200044,2022-10-24T19:00:00Z,PHI,120,IND,106,0,regular
22200045,2022-10-24T19:30:00Z,MIA,90,TOR,98,0,regular
22200046,2022-10-24T19:30:00Z,NYK,115,ORL,102,0,regular
22200050,2022-10-24T20:00:00Z,MIN,106,SAS,115,0,regular
22200049,2022-10-24T20:00:00Z,MEM,134,BKN,124,0,regular
22200047,2022-10-24T20:00:00Z,CHI,120,BOS,102,0,regular
22200048,2022-10-24T20:00:00Z,HOU,114,UTA,108,0,regular
22200051,2022-10-24T22:00:00Z,POR,135,DEN,110,0,regular
22200052,2022-10-25T19:00:00Z,WAS,120,DET,99,0,regular
22200053,2022-10-25T19:30:00Z,NOP,113,DAL,111,0,regular
22200054,2022-10-25T20:00:00Z,OKC,108,LAC,94,0,regular
22200055,2022-10-25T22:00:00Z,PHX,134,GSW,105,0,regular
22200057,2022-10-26T19:00:00Z,DET,113,ATL,118,0,regular
22200056,2022-10-26T19:00:00Z,CLE,103,ORL,92,0,regular
22200060,2022-10-26T19:30:00Z,MIL,110,BKN,99,0,regular
22200059,2022-10-26T19:30:00Z,TOR,119,PHI,109,0,regular
22200058,2022-10-26T19:30:00Z,NYK,134,CHA,131,1,regular
22200061,2022-10-26T20:00:00Z,CHI,124,IND,109,0,regular
22200062,2022-10-26T20:00:00Z,MIN,134,SAS,122,0,regular
22200063,2022-10-26T21:00:00Z,UTA,109,HOU,101,0,regular
22200064,2022-10-26T22:00:00Z,DEN,110,LAL,99,0,regular
22200065,2022-10-26T22:00:00Z,POR,98,MIA,119,0,regular
22200066,2022-10-27T19:30:00Z,BKN,125,DAL,129,1,regular
22200067,2022-10-27T20:00:00Z,OKC,118,LAC,110,0,regular
22200069,2022-10-27T22:00:00Z,SAC,110,MEM,125,0,regular
22200068,2022-10-27T22:00:00Z,GSW,123,MIA,110,0,regular
22200070,2022-10-28T19:00:00Z,DET,112,ATL,136,0,regular
22200071,2022-10-28T19:00:00Z,ORL,113,CHA,93,0,regular
22200072,2022-10-28T19:30:00Z,BOS,123,CLE,132,1,regular
22200073,2022-10-28T19:30:00Z,TOR,90,PHI,112,0,regular
22200074,2022-10-28T19:30:00Z,WAS,117,IND,127,0,regular
22200075,2022-10-28T20:00:00Z,MIL,119,NYK,108,0,regular
22200076,2022-10-28T20:00:00Z,MIN,111,LAL,102,0,regular
22200077,2022-10-28T20:30:00Z,SAS,129,CHI,124,0,regular
22200078,2022-10-28T21:00:00Z,DEN,117,UTA,101,0,regular
22200079,2022-10-28T22:00:00Z,PHX,124,NOP,111,0,regular
22200080,2022-10-28T22:00:00Z,POR,125,HOU,111,0,regular
22200081,2022-10-29T18:00:00Z,SAC,119,MIA,113,0,regular
22200082,2022-10-29T19:00:00Z,CHA,120,GSW,113,1,regular
22200083,2022-10-29T19:30:00Z,BKN,116,IND,125,0,regular
22200084,2022-10-29T20:00:00Z,CHI,109,PHI,114,0,regular
22200085,2022-10-29T20:00:00Z,MIL,123,ATL,115,0,regular
22200086,2022-10-29T21:00:00Z,DAL,111,OKC,117,1,regular
22200087,2022-10-29T21:00:00Z,UTA,124,MEM,123,0,regular
22200088,2022-10-30T15:00:00Z,LAC,91,NOP,112,0,regular
22200090,2022-10-30T18:00:00Z,CLE,121,NYK,108,0,regular
22200091,2022-10-30T18:00:00Z,DET,128,GSW,114,0,regular
22200089,2022-10-30T18:00:00Z,BOS,112,WAS,94,0,regular
22200092,2022-10-30T19:00:00Z,SAS,107,MIN,98,0,regular
22200093,2022-10-30T19:30:00Z,DAL,114,ORL,105,0,regular
22200094,2022-10-30T21:00:00Z,PHX,124,HOU,109,0,regular
22200095,2022-10-30T21:30:00Z,LAL,121,DEN,110,0,regular
22200096,2022-10-31T19:00:00Z,CHA,108,SAC,115,0,regular
22200097,2022-10-31T19:00:00Z,WAS,111,PHI,118,0,regular
22200099,2022-10-31T19:30:00Z,TOR,139,ATL,109,0,regular
22200098,2022-10-31T19:30:00Z,BKN,116,IND,109,0,regular
22200100,2022-10-31T20:00:00Z,MIL,110,DET,108,0,regular
22200101,2022-10-31T21:00:00Z,UTA,121,MEM,105,0,regular
22200102,2022-10-31T22:30:00Z,LAC,95,HOU,93,0,regular
22200103,2022-11-01T19:30:00Z,BKN,99,CHI,108,0,regular
22200104,2022-11-01T19:30:00Z,MIA,116,GSW,109,0,regular
22200105,2022-11-01T20:00:00Z,OKC,116,ORL,108,0,regular
22200106,2022-11-01T22:00:00Z,PHX,116,MIN,107,0,regular
22200108,2022-11-02T18:00:00Z,PHI,111,WAS,121,0,regular
22200107,2022-11-02T19:30:00Z,CLE,114,BOS,113,1,regular
22200109,2022-11-02T19:30:00Z,MIA,110,SAC,107,0,regular
22200110,2022-11-02T19:30:00Z,NYK,99,ATL,112,0,regular
22200114,2022-11-02T20:00:00Z,SAS,100,TOR,143,0,regular
22200113,2022-11-02T20:00:00Z,MIL,116,DET,91,0,regular
22200111,2022-11-02T20:00:00Z,CHI,106,CHA,88,0,regular
22200112,2022-11-02T20:00:00Z,HOU,101,LAC,109,0,regular
22200115,2022-11-02T20:30:00Z,DAL,103,UTA,100,0,regular
22200116,2022-11-02T22:00:00Z,POR,106,MEM,111,0,regular
22200117,2022-11-02T22:30:00Z,LAL,120,NOP,117,1,regular
22200118,2022-11-03T19:00:00Z,ORL,130,GSW,129,0,regular
22200119,2022-11-03T20:00:00Z,OKC,110,DEN,122,0,regular
22200123,2022-11-04T19:00:00Z,WAS,86,BKN,128,0,regular
22200122,2022-11-04T19:00:00Z,PHI,104,NYK,106,0,regular
22200121,2022-11-04T19:00:00Z,IND,101,MIA,99,0,regular
22200120,2022-11-04T19:00:00Z,DET,88,CLE,112,0,regular
22200124,2022-11-04T19:30:00Z,BOS,123,CHI,119,0,regular
22200125,2022-11-04T20:00:00Z,MEM,130,CHA,99,0,regular
22200126,2022-11-04T20:00:00Z,SAS,106,LAC,113,0,regular
22200127,2022-11-04T20:30:00Z,DAL,111,TOR,110,0,regular
22200128,2022-11-04T20:30:00Z,NOP,114,GSW,105,0,regular
22200129,2022-11-04T22:00:00Z,MIN,102,MIL,115,0,regular
22200130,2022-11-04T22:00:00Z,PHX,106,POR,108,0,regular
22200131,2022-11-04T22:30:00Z,LAL,116,UTA,130,0,regular
22200132,2022-11-05T17:00:00Z,ORL,123,SAC,126,1,regular
22200133,2022-11-05T19:00:00Z,CHA,94,BKN,98,0,regular
22200134,2022-11-05T19:30:00Z,ATL,124,NOP,121,1,regular
22200135,2022-11-05T19:30:00Z,NYK,118,BOS,133,0,regular
22200136,2022-11-05T20:00:00Z,MIL,108,OKC,94,0,regular
22200137,2022-11-05T20:00:00Z,MIN,129,HOU,117,0,regular
22200138,2022-11-05T21:00:00Z,DEN,126,SAS,101,0,regular
22200139,2022-11-05T22:00:00Z,PHX,102,POR,82,0,regular
22200140,2022-11-06T15:30:00Z,LAL,100,CLE,114,0,regular
22200142,2022-11-06T18:00:00Z,MEM,103,WAS,97,0,regular
22200141,2022-11-06T18:00:00Z,TOR,113,CHI,104,0,regular
22200143,2022-11-06T22:00:00Z,LAC,102,UTA,110,0,regular
22200144,2022-11-07T19:00:00Z,CHA,100,WAS,108,0,regular
22200145,2022-11-07T19:15:00Z,ORL,127,HOU,134,0,regular
22200146,2022-11-07T19:30:00Z,DET,112,OKC,103,0,regular
22200147,2022-11-07T19:45:00Z,IND,129,NOP,122,0,regular
22200148,2022-11-07T20:00:00Z,PHI,100,PHX,88,0,regular
22200149,2022-11-07T20:15:00Z,ATL,117,MIL,98,0,regular
22200150,2022-11-07T20:30:00Z,MIA,107,POR,110,0,regular
22200151,2022-11-07T20:45:00Z,CHI,111,TOR,97,0,regular
22200152,2022-11-07T21:00:00Z,MEM,106,BOS,109,0,regular
22200153,2022-11-07T21:15:00Z,MIN,107,NYK,120,0,regular
22200154,2022-11-07T21:30:00Z,SAS,109,DEN,115,0,regular
22200155,2022-11-07T21:45:00Z,DAL,96,BKN,94,0,regular
22200156,2022-11-07T22:00:00Z,GSW,116,SAC,113,0,regular
22200157,2022-11-07T22:15:00Z,UTA,139,LAL,116,0,regular
22200158,2022-11-07T22:30:00Z,LAC,119,CLE,117,0,regular
22200161,2022-11-09T17:30:00Z,ORL,94,DAL,87,0,regular
22200160,2022-11-09T19:00:00Z,IND,119,DEN,122,0,regular
22200159,2022-11-09T19:00:00Z,CHA,95,POR,105,0,regular
22200165,2022-11-09T19:30:00Z,TOR,116,HOU,109,0,regular
22200164,2022-11-09T19:30:00Z,BKN,112,NYK,85,0,regular
22200163,2022-11-09T19:30:00Z,BOS,128,DET,112,0,regular
22200162,2022-11-09T19:30:00Z,ATL,119,UTA,125,0,regular
22200166,2022-11-09T20:00:00Z,CHI,111,NOP,115,0,regular
22200167,2022-11-09T20:00:00Z,MIN,117,PHX,129,0,regular
22200168,2022-11-09T20:00:00Z,OKC,132,MIL,136,2,regular
22200169,2022-11-09T20:00:00Z,SAS,122,MEM,124,1,regular
22200170,2022-11-09T22:00:00Z,LAC,114,LAL,101,0,regular
22200171,2022-11-09T22:00:00Z,SAC,127,CLE,120,0,regular
22200172,2022-11-10T19:00:00Z,WAS,113,DAL,105,0,regular
22200174,2022-11-10T19:30:00Z,MIA,117,CHA,112,1,regular
22200173,2022-11-10T19:30:00Z,ATL,104,PHI,95,0,regular
22200175,2022-11-10T20:00:00Z,NOP,95,POR,106,0,regular
22200176,2022-11-11T19:00:00Z,BOS,131,DEN,112,0,regular
22200177,2022-11-11T19:00:00Z,ORL,114,PHX,97,0,regular
22200178,2022-11-11T19:30:00Z,NYK,121,DET,112,0,regular
22200179,2022-11-11T20:00:00Z,OKC,132,TOR,113,0,regular
22200180,2022-11-11T20:00:00Z,SAS,111,MIL,93,0,regular
22200181,2022-11-11T21:30:00Z,MEM,114,MIN,103,0,regular
22200182,2022-11-11T22:00:00Z,GSW,106,CLE,101,0,regular
22200183,2022-11-11T22:30:00Z,LAL,114,SAC,120,0,regular
22200184,2022-11-12T16:00:00Z,LAC,95,BKN,110,0,regular
22200185,2022-11-12T18:00:00Z,WAS,121,UTA,112,0,regular
22200186,2022-11-12T19:00:00Z,DET,108,BOS,117,0,regular
22200187,2022-11-12T19:00:00Z,IND,118,TOR,104,0,regular
22200188,2022-11-12T19:30:00Z,PHI,121,ATL,109,0,regular
22200189,2022-11-12T20:00:00Z,MIA,132,CHA,115,0,regular
22200190,2022-11-12T20:30:00Z,DAL,117,POR,112,0,regular
22200191,2022-11-12T20:30:00Z,NOP,119,HOU,106,0,regular
22200192,2022-11-13T12:00:00Z,NYK,135,OKC,145,0,regular
22200194,2022-11-13T18:00:00Z,WAS,102,MEM,92,0,regular
22200193,2022-11-13T18:00:00Z,CLE,124,MIN,129,0,regular
22200195,2022-11-13T19:30:00Z,PHI,105,UTA,98,0,regular
22200196,2022-11-13T20:00:00Z,CHI,103,DEN,126,0,regular
22200197,2022-11-13T21:00:00Z,SAC,122,GSW,115,0,regular
22200198,2022-11-13T21:30:00Z,LAL,116,BKN,103,0,regular
22200199,2022-11-14T19:00:00Z,DET,111,TOR,115,0,regular
22200200,2022-11-14T19:00:00Z,ORL,105,CHA,112,0,regular
22200201,2022-11-14T19:30:00Z,BOS,126,OKC,122,0,regular
22200202,2022-11-14T19:30:00Z,MIA,113,PHX,112,0,regular
22200204,2022-11-14T20:00:00Z,MIL,106,ATL,121,0,regular
22200203,2022-11-14T20:00:00Z,HOU,106,LAC,122,0,regular
22200205,2022-11-14T22:00:00Z,GSW,132,SAS,95,0,regular
22200206,2022-11-15T19:30:00Z,NOP,113,MEM,102,0,regular
22200207,2022-11-15T20:30:00Z,DAL,103,LAC,101,0,regular
22200208,2022-11-15T21:00:00Z,UTA,111,NYK,118,0,regular
22200209,2022-11-15T22:00:00Z,POR,117,SAS,110,0,regular
22200210,2022-11-15T22:00:00Z,SAC,153,BKN,121,0,regular
22200212,2022-11-16T19:00:00Z,ORL,108,MIN,126,0,regular
22200213,2022-11-16T19:00:00Z,WAS,120,OKC,121,0,regular
22200211,2022-11-16T19:00:00Z,CHA,113,IND,125,0,regular
22200214,2022-11-16T19:30:00Z,ATL,101,BOS,126,0,regular
22200215,2022-11-16T19:30:00Z,TOR,112,MIA,104,0,regular
22200216,2022-11-16T20:00:00Z,MIL,113,CLE,98,0,regular
22200217,2022-11-16T20:00:00Z,NOP,124,CHI,110,0,regular
22200218,2022-11-16T20:30:00Z,DAL,92,HOU,101,0,regular
22200219,2022-11-16T22:00:00Z,DEN,103,NYK,106,0,regular
22200220,2022-11-16T22:00:00Z,PHX,130,GSW,119,0,regular
