gameid,home,team,SEC,PTSoffTOV,2ndPTS,FBPTS,PIP,oppPTSoffTOV,opp2ndPTS,oppFBPTS,oppPIP,BLK,BLKA,PF,foulsdrawn
22200556,True,HOU,14400,8,9,5,50,14,17,7,40,4,6,28,19
22200556,False,DAL,14400,14,17,7,40,8,9,5,50,6,4,19,28
22200557,True,MIN,14400,14,16,15,58,11,10,29,54,4,1,22,21
22200557,False,DEN,14400,11,10,29,54,14,16,15,58,1,4,21,22
22200558,True,GSW,17400,18,20,15,58,21,6,12,72,6,10,23,17
22200558,False,ATL,17400,21,6,12,72,18,20,15,58,10,6,17,23
22200559,True,POR,14400,37,12,34,56,17,14,17,52,6,4,27,27
22200559,False,DET,14400,17,14,17,52,37,12,34,56,4,6,27,27
22200560,True,LAC,14400,13,4,7,28,20,18,13,48,1,2,18,23
22200560,False,MIA,14400,20,18,13,48,13,4,7,28,2,1,23,18
22200561,True,MIL,14400,16,21,20,66,16,13,15,60,6,4,14,16
22200561,False,WAS,14400,16,13,15,60,16,21,20,66,4,6,16,14
22200562,True,OKC,14400,27,16,21,70,18,13,9,46,3,7,23,15
22200562,False,BOS,14400,18,13,9,46,27,16,21,70,7,3,15,23
22200563,True,UTA,14400,27,24,7,48,6,10,5,52,3,4,19,26
22200563,False,SAC,14400,6,10,5,52,27,24,7,48,4,3,26,19
22200564,True,CHA,14400,14,9,23,52,14,9,20,64,8,8,23,16
22200564,False,MEM,14400,14,9,20,64,14,9,23,52,8,8,16,23
22200565,True,CLE,14400,12,8,6,38,8,9,3,36,4,3,17,19
22200565,False,PHX,14400,8,9,3,36,12,8,6,38,3,4,19,17
22200566,True,ORL,14400,6,13,9,48,20,7,9,30,5,3,22,23
22200566,False,OKC,14400,20,7,9,30,6,13,9,48,3,5,23,22
22200567,True,PHI,15900,21,17,18,62,11,19,32,62,7,8,19,18
22200567,False,IND,15900,11,19,32,62,21,17,18,62,8,7,18,19
22200568,True,NYK,14400,15,25,5,52,18,8,4,46,6,3,21,24
22200568,False,SAS,14400,18,8,4,46,15,25,5,52,3,6,24,21
22200569,True,TOR,15900,32,10,23,46,9,6,16,44,4,4,23,24
22200569,False,MIL,15900,9,6,16,44,32,10,23,46,4,4,24,23
22200570,True,CHI,14400,13,8,6,52,13,5,16,48,7,7,16,22
22200570,False,BKN,14400,13,5,16,48,13,8,6,52,7,7,22,16
22200571,True,MIN,14400,22,16,11,54,23,10,9,38,6,7,30,30
22200571,False,POR,14400,23,10,9,38,22,16,11,54,7,6,30,30
22200572,True,NOP,14400,25,22,15,50,13,20,17,50,6,4,19,22
22200572,False,HOU,14400,13,20,17,50,25,22,15,50,4,6,22,19
22200573,True,GSW,14400,14,13,13,52,22,17,17,52,4,1,20,11
22200573,False,DET,14400,22,17,17,52,14,13,13,52,1,4,11,20
22200574,True,LAL,14400,11,14,9,60,23,28,12,66,4,4,18,20
22200574,False,MIA,14400,23,28,12,66,11,14,9,60,4,4,20,18
22200575,True,SAC,14400,16,9,11,60,16,10,18,56,3,4,19,21
22200575,False,ATL,14400,16,10,18,56,16,9,11,60,4,3,21,19
22200576,True,ORL,14400,14,13,17,40,14,14,19,64,3,3,22,22
22200576,False,MEM,14400,14,14,19,64,14,13,17,40,3,3,22,22
22200577,True,DAL,14400,7,16,10,44,11,13,11,42,3,8,19,22
22200577,False,BOS,14400,11,13,11,42,7,16,10,44,8,3,22,19
22200578,True,HOU,14400,13,19,11,46,21,14,18,52,3,5,21,20
22200578,False,UTA,14400,21,14,18,52,13,19,11,46,5,3,20,21
22200579,True,DEN,14400,11,17,30,60,12,16,15,54,5,3,16,14
22200579,False,LAC,14400,12,16,15,54,11,17,30,60,3,5,14,16
22200580,True,IND,14400,29,4,26,50,15,16,12,48,6,1,22,19
22200580,False,POR,14400,15,16,12,48,29,4,26,50,1,6,19,22
22200581,True,PHI,14400,20,16,16,38,10,11,18,46,3,4,15,14
22200581,False,CHI,14400,10,11,18,46,20,16,16,38,4,3,14,15
22200582,True,TOR,14400,17,13,19,42,11,17,3,30,3,4,23,23
22200582,False,NYK,14400,11,17,3,30,17,13,19,42,4,3,23,23
22200583,True,MIL,14400,1,11,8,22,33,24,10,54,4,3,18,17
22200583,False,CHA,14400,33,24,10,54,1,11,8,22,3,4,17,18
22200584,True,OKC,14400,32,17,16,66,9,13,6,58,6,2,26,18
22200584,False,WAS,14400,9,13,6,58,32,17,16,66,2,6,18,26
22200585,True,SAS,14400,14,9,8,68,23,23,13,64,4,0,16,22
22200585,False,DET,14400,23,23,13,64,14,9,8,68,0,4,22,16
22200586,True,NOP,14400,13,17,16,42,17,24,14,36,4,12,20,23
22200586,False,BKN,14400,17,24,14,36,13,17,16,42,12,4,23,20
22200587,True,MIN,14400,13,8,16,64,18,12,19,64,7,3,22,19
22200587,False,LAC,14400,18,12,19,64,13,8,16,64,3,7,19,22
22200588,True,DEN,14400,14,19,15,50,18,16,17,60,4,5,23,18
22200588,False,CLE,14400,18,16,17,60,14,19,15,50,5,4,18,23
22200589,True,PHX,14400,15,11,4,48,18,4,10,34,2,3,20,14
22200589,False,MIA,14400,18,4,10,34,15,11,4,48,3,2,14,20
22200590,True,LAL,14400,11,13,26,66,20,12,12,50,5,5,18,15
22200590,False,ATL,14400,20,12,12,50,11,13,26,66,5,5,15,18
22200591,True,SAS,14400,19,16,3,72,14,19,10,54,3,10,20,15
22200591,False,BOS,14400,14,19,10,54,19,16,3,72,10,3,15,20
22200592,True,CHI,14400,12,7,16,40,11,7,12,68,4,2,22,24
22200592,False,UTA,14400,11,7,12,68,12,7,16,40,2,4,24,22
22200593,True,DAL,14400,15,11,9,54,24,17,15,68,7,4,24,25
22200593,False,NOP,14400,24,17,15,68,15,11,9,54,4,7,25,24
22200594,True,GSW,14400,10,14,11,26,24,18,17,52,1,2,17,14
22200594,False,ORL,14400,24,18,17,52,10,14,11,26,2,1,14,17
22200595,True,SAC,14400,28,17,7,48,19,12,8,70,4,3,26,25
22200595,False,LAL,14400,19,12,8,70,28,17,7,48,3,4,25,26
22200596,True,DET,14400,18,6,16,64,23,20,15,68,2,5,20,17
22200596,False,PHI,14400,23,20,15,68,18,6,16,64,5,2,17,20
22200597,True,TOR,14400,29,17,19,42,13,13,16,46,8,4,28,24
22200597,False,POR,14400,13,13,16,46,29,17,19,42,4,8,24,28
22200598,True,IND,14400,23,10,19,46,27,15,14,48,7,4,22,26
22200598,False,CHA,14400,27,15,14,48,23,10,19,46,4,7,26,22
22200599,True,MIA,14400,18,14,9,40,11,12,16,40,4,8,17,21
22200599,False,BKN,14400,11,12,16,40,18,14,9,40,8,4,21,17
22200600,True,MEM,14400,27,24,25,58,13,16,18,64,7,9,19,18
22200600,False,UTA,14400,13,16,18,64,27,24,25,58,9,7,18,19
22200601,True,HOU,14400,22,11,22,42,24,10,27,48,7,4,19,18
22200601,False,MIN,14400,24,10,27,48,22,11,22,42,4,7,18,19
22200602,True,OKC,14400,13,12,7,56,6,14,0,24,8,1,26,19
22200602,False,DAL,14400,6,14,0,24,13,12,7,56,1,8,19,26
22200603,True,PHX,14400,16,4,4,38,25,4,13,52,2,5,14,12
22200603,False,CLE,14400,25,4,13,52,16,4,4,38,5,2,12,14
22200604,True,LAC,14400,13,21,18,40,14,11,14,58,5,9,19,18
22200604,False,ATL,14400,14,11,14,58,13,21,18,40,9,5,18,19
22200605,True,WAS,14400,9,18,8,46,41,21,27,74,1,5,25,21
22200605,False,NOP,14400,41,21,27,74,9,18,8,46,5,1,21,25
22200606,True,BOS,14400,13,4,11,44,9,10,3,42,7,1,12,18
22200606,False,CHI,14400,9,10,3,42,13,4,11,44,1,7,18,12
22200607,True,NYK,14400,12,23,4,44,8,21,4,30,1,5,14,17
22200607,False,MIL,14400,8,21,4,30,12,23,4,44,5,1,17,14
22200608,True,MEM,14400,14,16,24,52,11,9,19,54,7,1,15,24
22200608,False,SAS,14400,11,9,19,54,14,16,24,52,1,7,24,15
22200609,True,DEN,14400,23,20,21,52,15,11,11,52,11,2,19,14
22200609,False,LAL,14400,15,11,11,52,23,20,21,52,2,11,14,19
22200610,True,SAC,14400,19,11,13,46,13,11,8,42,1,7,16,18
22200610,False,ORL,14400,13,11,8,42,19,11,13,46,7,1,18,16
22200611,True,MIA,14400,20,26,14,42,27,22,13,60,4,3,19,27
22200611,False,OKC,14400,27,22,13,60,20,26,14,42,3,4,27,19
22200612,True,PHI,14400,22,11,25,82,14,7,22,32,8,5,29,22
22200612,False,DET,14400,14,7,22,32,22,11,25,82,5,8,22,29
22200613,True,TOR,14400,12,20,13,44,13,4,17,56,4,4,17,19
22200613,False,CHA,14400,13,4,17,56,12,20,13,44,4,4,19,17
22200614,True,UTA,14400,14,27,2,48,22,10,17,54,3,7,17,25
22200614,False,CLE,14400,22,10,17,54,14,27,2,48,7,3,25,17
22200615,True,GSW,14400,25,20,18,34,16,25,11,48,2,7,26,22
22200615,False,PHX,14400,16,25,11,48,25,20,18,34,7,2,22,26
22200616,True,POR,14400,27,11,22,70,22,11,14,48,7,2,22,20
22200616,False,ORL,14400,22,11,14,48,27,11,22,70,2,7,20,22
22200617,True,LAC,14400,18,20,8,46,10,6,5,32,4,6,23,17
22200617,False,DAL,14400,10,6,5,32,18,20,8,46,6,4,17,23
22200618,True,DET,14400,16,7,11,46,20,16,2,52,7,2,20,22
22200618,False,MIN,14400,20,16,2,52,16,7,11,46,2,7,22,20
22200619,True,WAS,14400,19,15,12,54,11,17,4,50,3,6,18,19
22200619,False,CHI,14400,11,17,4,50,19,15,12,54,6,3,19,18
22200620,True,ATL,14400,16,7,21,46,19,17,10,42,3,4,12,15
22200620,False,MIL,14400,19,17,10,42,16,7,21,46,4,3,15,12
22200621,True,BOS,14400,11,8,14,44,13,8,19,54,5,4,16,17
22200621,False,NOP,14400,13,8,19,54,11,8,14,44,4,5,17,16
22200622,True,NYK,14400,14,11,6,38,14,9,20,54,4,5,16,25
22200622,False,IND,14400,14,9,20,54,14,11,6,38,5,4,25,16
22200623,True,MEM,14400,11,30,16,68,16,21,19,70,8,11,17,18
22200623,False,SAS,14400,16,21,19,70,11,30,16,68,11,8,18,17
22200624,True,DEN,14400,29,11,24,60,9,12,6,52,4,2,20,17
22200624,False,PHX,14400,9,12,6,52,29,11,24,60,2,4,17,20
22200625,True,SAC,14400,25,14,11,48,10,11,12,46,4,3,19,23
22200625,False,HOU,14400,10,11,12,46,25,14,11,48,3,4,23,19
22200626,True,PHI,14400,17,15,12,44,21,7,21,52,3,6,29,22
22200626,False,OKC,14400,21,7,21,52,17,15,12,44,6,3,22,29
22200627,True,BKN,14400,20,4,24,40,12,14,10,54,9,6,19,15
22200627,False,BOS,14400,12,14,10,54,20,4,24,40,6,9,15,19
22200628,True,MIA,14400,10,22,10,58,9,16,8,18,1,2,8,12
22200628,False,MIL,14400,9,16,8,18,10,22,10,58,2,1,12,8
22200629,True,TOR,14400,26,13,14,62,10,16,14,50,4,5,23,30
22200629,False,CHA,14400,10,16,14,50,26,13,14,62,5,4,30,23
22200630,True,LAL,17400,18,23,18,64,7,4,8,60,4,9,18,26
22200630,False,DAL,17400,7,4,8,60,18,23,18,64,9,4,26,18
22200631,True,POR,14400,12,6,9,52,17,10,19,68,4,1,27,19
22200631,False,CLE,14400,17,10,19,68,12,6,9,52,1,4,19,27
22200632,True,DET,14400,16,9,26,60,10,9,21,60,3,3,23,21
22200632,False,NOP,14400,10,9,21,60,16,9,26,60,3,3,21,23
22200633,True,IND,14400,19,21,30,64,20,22,19,40,9,9,22,22
22200633,False,ATL,14400,20,22,19,40,19,21,30,64,9,9,22,22
22200634,True,WAS,14400,7,12,9,28,7,11,19,52,4,6,23,23
22200634,False,NYK,14400,7,11,19,52,7,12,9,28,6,4,23,23
22200635,True,SAS,14400,18,9,13,50,20,19,21,70,3,6,19,26
22200635,False,GSW,14400,20,19,21,70,18,9,13,50,6,3,26,19
22200636,True,CHI,14400,14,16,18,44,23,7,16,64,5,6,17,19
22200636,False,OKC,14400,23,7,16,64,14,16,18,44,6,5,19,17
22200637,True,MIN,14400,17,8,15,64,25,13,21,46,3,3,22,20
22200637,False,PHX,14400,25,13,21,46,17,8,15,64,3,3,20,22
22200638,True,UTA,14400,18,22,17,42,24,12,26,50,11,3,18,25
22200638,False,ORL,14400,24,12,26,50,18,22,17,42,3,11,25,18
22200639,True,LAC,14400,14,6,12,56,21,12,25,48,3,4,18,11
22200639,False,DEN,14400,21,12,25,48,14,6,12,56,4,3,11,18
22200640,True,SAC,14400,21,19,21,50,16,15,9,56,8,4,19,24
22200640,False,HOU,14400,16,15,9,56,21,19,21,50,4,8,24,19
22200641,True,MIA,14400,12,17,5,54,10,4,6,26,3,2,14,13
22200641,False,MIL,14400,10,4,6,26,12,17,5,54,2,3,13,14
22200642,True,CHA,14400,5,13,5,60,15,15,17,48,2,4,11,15
22200642,False,BOS,14400,15,15,17,48,5,13,5,60,4,2,15,11
22200643,True,IND,14400,17,25,13,46,13,4,38,70,8,8,20,21
22200643,False,MEM,14400,13,4,38,70,17,25,13,46,8,8,21,20
22200644,True,TOR,14400,12,18,17,56,21,9,12,40,3,4,19,22
22200644,False,ATL,14400,21,9,12,40,12,18,17,56,4,3,22,19
22200645,True,MIN,14400,28,7,21,60,7,6,12,52,5,2,21,17
22200645,False,CLE,14400,7,6,12,52,28,7,21,60,2,5,17,21
22200646,True,UTA,14400,8,19,20,54,11,6,10,42,6,5,24,17
22200646,False,PHI,14400,11,6,10,42,8,19,20,54,5,6,17,24
22200647,True,POR,14400,16,10,24,50,12,4,9,28,4,3,20,18
22200647,False,DAL,14400,12,4,9,28,16,10,24,50,3,4,18,20
22200648,True,DET,14400,10,18,5,32,13,20,6,44,4,6,22,12
22200648,False,NYK,14400,13,20,6,44,10,18,5,32,6,4,12,22
22200649,True,LAC,14400,20,13,7,62,18,11,15,62,6,6,16,17
22200649,False,HOU,14400,18,11,15,62,20,13,7,62,6,6,17,16
22200650,True,CHI,14400,31,14,18,56,19,9,25,34,1,4,18,22
22200650,False,GSW,14400,19,9,25,34,31,14,18,56,4,1,22,18
22200651,True,BKN,14400,9,16,2,46,19,12,10,48,7,7,21,14
22200651,False,OKC,14400,19,12,10,48,9,16,2,46,7,7,14,21
22200652,True,SAS,14400,9,18,12,66,13,9,14,56,3,2,21,19
22200652,False,SAC,14400,13,9,14,56,9,18,12,66,2,3,19,21
22200653,True,DEN,14400,19,17,22,56,18,14,15,60,5,2,22,17
22200653,False,ORL,14400,18,14,15,60,19,17,22,56,2,5,17,22
22200654,True,POR,14400,17,13,13,46,10,16,8,50,6,2,29,29
22200654,False,DAL,14400,10,16,8,50,17,13,13,46,2,6,29,29
22200655,True,LAL,14400,13,8,18,70,8,6,5,52,6,7,19,16
22200655,False,PHI,14400,8,6,5,52,13,8,18,70,7,6,16,19
22200656,True,CHA,14400,18,12,20,50,8,19,4,42,2,4,18,21
22200656,False,BOS,14400,8,19,4,42,18,12,20,50,4,2,21,18
22200657,True,MIL,14400,20,18,11,42,16,0,19,40,1,5,14,17
22200657,False,IND,14400,16,0,19,40,20,18,11,42,5,1,17,14
22200658,True,CLE,14400,22,19,7,52,22,8,13,40,4,1,19,23
22200658,False,NOP,14400,22,8,13,40,22,19,7,52,1,4,23,19
22200659,True,NYK,15900,8,26,4,58,21,24,14,40,5,12,28,25
22200659,False,TOR,15900,21,24,14,40,8,26,4,58,12,5,25,28
22200660,True,WAS,14400,11,9,10,46,21,8,20,38,2,1,21,23
22200660,False,GSW,14400,21,8,20,38,11,9,10,46,1,2,23,21
22200661,True,ATL,14400,19,5,6,46,11,13,13,64,5,4,17,22
22200661,False,MIA,14400,11,13,13,64,19,5,6,46,4,5,22,17
22200662,True,MIN,14400,20,22,21,56,6,18,10,60,6,5,20,12
22200662,False,UTA,14400,6,18,10,60,20,22,21,56,5,6,12,20
22200663,True,MEM,14400,24,17,14,66,17,12,8,54,6,4,19,22
22200663,False,PHX,14400,17,12,8,54,24,17,14,66,4,6,22,19
22200664,True,LAL,14400,12,15,27,60,4,21,7,72,5,7,19,25
22200664,False,HOU,14400,4,21,7,72,12,15,27,60,7,5,25,19
22200665,True,MIL,14400,17,8,24,46,15,12,11,54,5,5,19,14
22200665,False,TOR,14400,15,12,11,54,17,8,24,46,5,5,14,19
22200666,True,SAS,14400,16,22,16,52,17,17,16,58,4,8,22,26
22200666,False,BKN,14400,17,17,16,58,16,22,16,52,8,4,26,22
22200667,True,DEN,14400,5,11,16,52,18,11,10,48,6,4,15,24
22200667,False,POR,14400,18,11,10,48,5,11,16,52,4,6,24,15
22200668,True,LAC,14400,13,15,14,46,24,15,23,44,5,4,23,17
22200668,False,PHI,14400,24,15,23,44,13,15,14,46,4,5,17,23
22200669,True,NYK,14400,17,28,4,66,6,22,9,44,4,9,20,23
22200669,False,WAS,14400,6,22,9,44,17,28,4,66,9,4,23,20
22200670,True,DAL,14400,17,14,15,52,21,15,12,56,3,4,19,23
22200670,False,ATL,14400,21,15,12,56,17,14,15,52,4,3,23,19
22200671,True,HOU,14400,6,13,6,60,31,14,26,78,5,10,22,20
22200671,False,CHA,14400,31,14,26,78,6,13,6,60,10,5,20,22
22200672,True,MEM,14400,26,21,17,58,12,10,17,44,7,7,19,17
22200672,False,CLE,14400,12,10,17,44,26,21,17,58,7,7,17,19
22200673,True,NOP,14400,8,15,13,48,22,18,13,64,3,2,17,17
22200673,False,MIA,14400,22,18,13,64,8,15,13,48,2,3,17,17
22200674,True,OKC,14400,36,20,6,56,15,21,13,50,7,10,25,19
22200674,False,IND,14400,15,21,13,50,36,20,6,56,10,7,19,25
22200675,True,UTA,14400,18,15,8,50,7,26,9,34,7,6,19,20
22200675,False,LAC,14400,7,26,9,34,18,15,8,50,6,7,20,19
22200676,True,DEN,14400,21,14,16,74,19,17,18,54,2,10,19,27
22200676,False,MIN,14400,19,17,18,54,21,14,16,74,10,2,27,19
22200677,True,LAL,14400,12,10,16,50,12,20,13,58,3,5,20,14
22200677,False,SAC,14400,12,20,13,58,12,10,16,50,5,3,14,20
22200678,True,DET,14400,14,10,16,56,19,12,9,60,3,8,15,17
22200678,False,CHI,14400,19,12,9,60,14,10,16,56,8,3,17,15
22200679,True,BOS,15900,17,22,11,52,24,14,6,30,5,7,19,26
22200679,False,GSW,15900,24,14,6,30,17,22,11,52,7,5,26,19
22200680,True,MIN,14400,15,8,12,46,13,14,23,62,5,6,20,19
22200680,False,TOR,14400,13,14,23,62,15,8,12,46,6,5,19,20
22200681,True,PHX,14400,9,22,5,40,18,2,18,50,3,6,23,34
22200681,False,BKN,14400,18,2,18,50,9,22,5,40,6,3,34,23
22200682,True,POR,14400,18,8,12,34,19,6,19,56,3,8,15,23
22200682,False,PHI,14400,19,6,19,56,18,8,12,34,8,3,23,15
22200683,True,ORL,14400,9,8,13,42,17,14,6,56,5,5,18,21
22200683,False,NOP,14400,17,14,6,56,9,8,13,42,5,5,21,18
22200684,True,ATL,14400,12,23,8,62,15,13,6,60,4,3,16,15
22200684,False,NYK,14400,15,13,6,60,12,23,8,62,3,4,15,16
22200685,True,CLE,14400,22,8,16,44,19,10,13,28,8,4,15,19
22200685,False,GSW,14400,19,10,13,28,22,8,16,44,4,8,19,15
22200686,True,DAL,14400,31,12,7,34,10,10,12,52,1,1,22,22
22200686,False,MIA,14400,10,10,12,52,31,12,7,34,1,1,22,22
22200687,True,SAS,14400,14,20,3,62,10,10,5,54,1,2,15,13
22200687,False,LAC,14400,10,10,5,54,14,20,3,62,2,1,13,15
22200688,True,DEN,14400,22,10,23,68,26,19,14,50,4,2,28,18
22200688,False,IND,14400,26,19,14,50,22,10,23,68,2,4,18,28
22200689,True,UTA,14400,12,12,16,40,15,11,22,46,1,6,18,18
22200689,False,BKN,14400,15,11,22,46,12,12,16,40,6,1,18,18
22200690,True,LAL,14400,16,22,20,44,7,39,4,64,7,7,26,31
22200690,False,MEM,14400,7,39,4,64,16,22,20,44,7,7,31,26
22200691,True,SAC,14400,10,22,4,44,19,2,5,50,2,1,17,20
22200691,False,OKC,14400,19,2,5,50,10,22,4,44,1,2,20,17
22200692,True,TOR,14400,18,6,21,54,12,12,16,36,9,8,13,17
22200692,False,BOS,14400,12,12,16,36,18,6,21,54,8,9,17,13
22200693,True,WAS,14400,14,15,9,46,10,12,8,46,5,10,18,19
22200693,False,ORL,14400,10,12,8,46,14,15,9,46,10,5,19,18
22200694,True,ATL,14400,16,6,9,50,21,9,24,58,4,2,20,18
22200694,False,CHA,14400,21,9,24,58,16,6,9,50,2,4,18,20
22200695,True,CLE,14400,21,11,7,66,12,11,3,44,3,6,13,17
22200695,False,MIL,14400,12,11,3,44,21,11,7,66,6,3,17,13
22200696,True,MIN,14400,30,3,16,38,17,16,7,54,9,6,26,19
22200696,False,HOU,14400,17,16,7,54,30,3,16,38,6,9,19,26
22200697,True,PHX,14400,16,19,17,40,13,20,21,38,8,4,20,29
22200697,False,IND,14400,13,20,21,38,16,19,17,40,4,8,29,20
22200698,True,SAC,14400,25,6,11,56,15,23,10,70,5,3,20,26
22200698,False,PHI,14400,15,23,10,70,25,6,11,56,3,5,26,20
22200699,True,MIA,14400,28,8,21,50,31,9,26,58,1,4,14,22
22200699,False,NOP,14400,31,9,26,58,28,8,21,50,4,1,22,14
22200700,True,TOR,14400,26,26,18,42,8,16,19,42,4,4,20,24
22200700,False,NYK,14400,8,16,19,42,26,26,18,42,4,4,24,20
22200701,True,DAL,14400,14,8,6,36,12,11,17,38,3,3,21,23
22200701,False,LAC,14400,12,11,17,38,14,8,6,36,3,3,23,21
22200702,True,DEN,14400,5,12,6,44,14,13,9,58,5,5,16,24
22200702,False,OKC,14400,14,13,9,58,5,12,6,44,5,5,24,16
22200703,True,PHX,14400,19,11,10,34,23,14,11,56,5,4,26,22
22200703,False,MEM,14400,23,14,11,56,19,11,10,34,4,5,22,26
22200704,True,GSW,14400,24,8,21,50,15,5,13,48,2,7,24,22
22200704,False,BKN,14400,15,5,13,48,24,8,21,50,7,2,22,24
22200705,True,POR,14400,19,16,17,38,15,15,21,62,7,5,24,19
22200705,False,LAL,14400,15,15,21,62,19,16,17,38,5,7,19,24
22200706,True,DET,14400,19,16,21,48,26,19,12,58,3,6,21,27
22200706,False,MIL,14400,26,19,12,58,19,16,21,48,6,3,27,21
22200707,True,ORL,14400,19,10,24,54,11,10,6,32,3,4,12,23
22200707,False,BOS,14400,11,10,6,32,19,10,24,54,4,3,23,12
22200708,True,CHI,14400,25,12,16,50,8,13,9,46,3,4,20,14
22200708,False,ATL,14400,8,13,9,46,25,12,16,50,4,3,14,20
22200709,True,HOU,14400,18,14,9,56,19,10,17,44,5,7,15,22
22200709,False,MIN,14400,19,10,17,44,18,14,9,56,7,5,22,15
22200710,True,UTA,14400,24,13,15,46,20,20,22,66,4,7,26,23
22200710,False,CHA,14400,20,20,22,66,24,13,15,46,7,4,23,26
22200711,True,POR,14400,24,6,24,62,15,8,6,54,4,4,16,18
22200711,False,SAS,14400,15,8,6,54,24,6,24,62,4,4,18,16
22200712,True,SAC,14400,30,14,30,44,23,14,12,56,5,3,11,21
22200712,False,MEM,14400,23,14,12,56,30,14,30,44,3,5,21,11
22200713,True,IND,14400,24,19,19,56,9,18,14,50,10,5,21,23
22200713,False,CHI,14400,9,18,14,50,24,19,19,56,5,10,23,21
22200714,True,MIA,14400,17,16,13,42,6,8,7,42,2,6,18,22
22200714,False,BOS,14400,6,8,7,42,17,16,13,42,6,2,22,18
22200715,True,NYK,14400,19,19,7,38,16,8,17,52,3,4,18,19
22200715,False,CLE,14400,16,8,17,52,19,19,7,38,4,3,19,18
22200716,True,NOP,14400,16,16,11,62,17,8,15,48,3,5,14,20
22200716,False,DEN,14400,17,8,15,48,16,16,11,62,5,3,20,14
22200717,True,DAL,14400,14,4,11,64,9,12,11,48,2,3,25,22
22200717,False,WAS,14400,9,12,11,48,14,4,11,64,3,2,22,25
22200718,True,PHX,14400,19,11,4,44,14,18,9,58,10,5,21,21
22200718,False,CHA,14400,14,18,9,58,19,11,4,44,5,10,21,21
22200719,True,LAL,14400,16,17,11,50,13,7,11,50,4,9,13,20
22200719,False,LAC,14400,13,7,11,50,16,17,11,50,9,4,20,13
22200720,True,ORL,14400,26,27,11,56,28,14,17,46,7,5,22,20
22200720,False,IND,14400,28,14,17,46,26,27,11,56,5,7,20,22
22200721,True,PHI,14400,23,21,15,44,20,11,19,50,4,4,19,26
22200721,False,BKN,14400,20,11,19,50,23,21,15,44,4,4,26,19
22200722,True,HOU,14400,15,17,12,70,23,17,18,40,10,7,15,16
22200722,False,WAS,14400,23,17,18,40,15,17,12,70,7,10,16,15
22200723,True,MIL,14400,21,8,16,42,20,21,13,44,7,5,15,21
22200723,False,DEN,14400,20,21,13,44,21,8,16,42,5,7,21,15
22200724,True,NOP,14400,6,10,4,40,18,6,18,50,7,5,21,18
22200724,False,MIN,14400,18,6,18,50,6,10,4,40,5,7,18,21
22200725,True,OKC,14400,24,16,20,72,12,21,10,64,2,6,23,16
22200725,False,ATL,14400,12,21,10,64,24,16,20,72,6,2,16,23
22200726,True,GSW,14400,19,15,7,44,27,9,20,62,5,3,27,26
22200726,False,MEM,14400,27,9,20,62,19,15,7,44,3,5,26,27
22200727,True,POR,14400,17,13,26,58,13,17,17,50,4,5,15,18
22200727,False,UTA,14400,13,17,17,50,17,13,26,58,5,4,18,15
22200728,True,SAC,14400,11,2,12,42,17,18,11,58,2,8,12,17
22200728,False,TOR,14400,17,18,11,58,11,2,12,42,8,2,17,12
22200729,True,LAL,14400,10,15,29,48,17,18,25,58,9,2,13,19
22200729,False,SAS,14400,17,18,25,58,10,15,29,48,2,9,19,13
22200730,True,BOS,15900,19,21,17,42,22,8,13,48,4,5,19,20
22200730,False,NYK,15900,22,8,13,48,19,21,17,42,5,4,20,19
22200731,True,BKN,14400,11,18,11,50,13,18,15,60,6,5,23,22
22200731,False,DET,14400,13,18,15,60,11,18,11,50,5,6,22,23
22200732,True,CHA,14400,19,8,23,58,12,9,15,54,5,2,19,20
22200732,False,CHI,14400,12,9,15,54,19,8,23,58,2,5,20,19
22200733,True,HOU,14400,6,22,15,60,40,21,17,44,6,4,20,16
22200733,False,CLE,14400,40,21,17,44,6,22,15,60,4,6,16,20
22200734,True,PHX,14400,13,11,16,36,12,13,10,36,6,3,21,10
22200734,False,DAL,14400,12,13,10,36,13,11,16,36,3,6,10,21
22200735,True,LAC,14400,26,10,15,54,6,16,5,52,9,1,21,18
22200735,False,SAS,14400,6,16,5,52,26,10,15,54,1,9,18,21
22200736,True,IND,14400,13,12,18,60,9,25,11,58,4,3,24,20
22200736,False,MIL,14400,9,25,11,58,13,12,18,60,3,4,20,24
22200737,True,MIN,14400,12,18,21,58,21,17,12,60,6,2,19,12
22200737,False,MEM,14400,21,17,12,60,12,18,21,58,2,6,12,19
22200738,True,MIA,14400,32,11,16,54,13,7,10,32,3,3,19,23
22200738,False,ORL,14400,13,7,10,32,32,11,16,54,3,3,23,19
22200739,True,OKC,14400,11,14,8,50,18,6,10,56,2,5,17,21
22200739,False,CLE,14400,18,6,10,56,11,14,8,50,5,2,21,17
22200740,True,GSW,14400,16,4,29,62,15,8,23,64,1,4,18,17
22200740,False,TOR,14400,15,8,23,64,16,4,29,62,4,1,17,18
22200741,True,PHI,14400,22,14,20,48,11,12,15,52,2,6,15,14
22200741,False,DEN,14400,11,12,15,52,22,14,20,48,6,2,14,15
22200742,True,BKN,14400,12,15,10,34,4,14,5,68,3,4,17,14
22200742,False,NYK,14400,4,14,5,68,12,15,10,34,4,3,14,17
22200743,True,DET,14400,23,4,4,42,21,21,15,70,5,4,25,20
22200743,False,HOU,14400,21,21,15,70,23,4,4,42,4,5,20,25
