gameid,home,team,SEC,PTS,contestedshots,contestedshots2P,contestedshots3P,deflections,chargesdrawn,screenAST,screenASTPTS,looseballsrecoveredOFF,looseballsrecoveredDEF,looseballsrecoveredtotal,OFFboxouts,DEFboxouts,boxoutplayerteamREB,boxoutplayerREB,boxouts
22200612,True,PHI,14400,147,49,29,20,15,0,8,16,0,4,4,1,4,5,2,5
22200612,False,DET,14400,116,34,21,13,21,1,10,25,2,4,6,0,3,2,2,3
22200613,True,TOR,14400,132,56,34,22,16,1,6,14,4,1,5,3,10,11,9,13
22200613,False,CHA,14400,120,61,33,28,20,0,10,24,3,2,5,2,10,10,5,12
22200614,True,UTA,14400,116,50,28,22,5,0,15,33,1,1,2,0,4,4,4,4
22200614,False,CLE,14400,114,52,31,21,17,0,14,34,2,4,6,2,3,3,3,5
22200615,True,GSW,14400,113,59,35,24,25,1,9,22,6,4,10,3,4,7,6,7
22200615,False,PHX,14400,125,44,22,22,17,1,6,14,1,5,6,0,3,3,3,3
22200616,True,POR,14400,106,42,30,12,16,0,9,19,3,2,5,3,4,7,5,7
22200616,False,ORL,14400,109,39,19,20,11,1,13,27,2,2,4,3,3,5,3,6
22200617,True,LAC,14400,113,28,16,12,17,1,5,11,2,1,3,3,4,6,4,7
22200617,False,DAL,14400,101,37,27,10,11,0,7,15,2,2,4,1,3,4,2,4
22200618,True,DET,14400,135,51,30,21,21,0,14,32,2,3,5,0,6,6,2,6
22200618,False,MIN,14400,118,38,24,14,16,1,11,29,3,2,5,2,6,7,2,8
22200619,True,WAS,14400,100,52,33,19,16,1,7,15,2,2,4,0,5,3,0,5
22200619,False,CHI,14400,97,48,31,17,7,0,3,7,5,3,8,1,3,4,3,4
22200620,True,ATL,14400,105,58,27,31,15,1,16,38,1,1,2,0,6,6,1,6
22200620,False,MIL,14400,114,51,34,17,10,0,12,28,4,1,5,1,4,5,4,5
22200621,True,BOS,14400,125,43,30,13,14,0,10,24,4,2,6,2,2,4,3,4
22200621,False,NOP,14400,114,40,19,21,9,0,8,17,1,2,3,0,1,1,0,1
22200622,True,NYK,14400,119,31,17,14,10,1,4,11,1,1,2,1,5,4,2,6
22200622,False,IND,14400,113,44,22,22,16,0,11,30,0,4,4,0,0,0,0,0
22200623,True,MEM,14400,135,60,42,18,16,0,19,46,2,2,4,1,3,4,3,4
22200623,False,SAS,14400,129,50,39,11,9,0,7,15,0,1,1,3,4,7,6,7
22200624,True,DEN,14400,126,43,30,13,20,0,11,26,2,3,5,2,3,5,5,5
22200624,False,PHX,14400,97,30,19,11,17,2,9,21,3,0,3,2,4,5,2,6
22200625,True,SAC,14400,135,30,23,7,8,0,8,20,2,0,2,0,4,4,2,4
22200625,False,HOU,14400,115,28,24,4,5,0,13,32,4,2,6,0,3,3,1,3
22200626,True,PHI,14400,114,41,28,13,11,0,8,20,0,2,2,0,6,6,1,6
22200626,False,OKC,14400,133,62,40,22,10,2,9,20,1,3,4,1,7,7,4,8
22200627,True,BKN,14400,98,41,27,14,16,0,10,25,3,6,9,0,10,8,1,10
22200627,False,BOS,14400,109,51,33,18,8,0,5,10,7,2,9,2,6,8,3,8
22200628,True,MIA,14400,108,45,18,27,18,0,14,31,6,1,7,0,10,8,3,10
22200628,False,MIL,14400,102,55,36,19,15,0,7,18,2,2,4,1,2,2,2,3
22200629,True,TOR,14400,124,33,17,16,20,1,7,15,2,2,4,0,3,3,2,3
22200629,False,CHA,14400,114,40,26,14,11,0,11,28,6,2,8,1,3,4,3,4
22200630,True,LAL,17400,115,46,23,23,16,1,7,14,4,1,5,1,4,5,3,5
22200630,False,DAL,17400,119,49,33,16,13,1,17,39,4,2,6,0,5,5,3,5
22200631,True,POR,14400,113,49,36,13,16,0,10,22,0,2,2,0,5,5,4,5
22200631,False,CLE,14400,119,53,30,23,16,1,7,16,2,2,4,2,5,7,2,7
22200632,True,DET,14400,110,43,30,13,17,0,10,23,3,3,6,0,11,10,3,11
22200632,False,NOP,14400,116,47,31,16,11,0,9,21,4,1,5,2,11,10,3,13
22200633,True,IND,14400,111,46,32,14,14,0,7,14,4,4,8,1,6,6,2,7
22200633,False,ATL,14400,113,43,28,15,15,0,3,7,2,2,4,2,4,4,2,6
22200634,True,WAS,14400,108,51,35,16,5,1,7,15,6,3,9,1,5,4,3,6
22200634,False,NYK,14400,112,57,33,24,8,1,7,16,0,3,3,2,3,2,1,5
22200635,True,SAS,14400,113,39,21,18,11,0,10,22,2,3,5,1,1,2,2,2
22200635,False,GSW,14400,144,49,32,17,16,0,10,25,2,5,7,1,5,6,3,6
22200636,True,CHI,14400,110,45,26,19,12,1,5,10,3,0,3,0,3,2,0,3
22200636,False,OKC,14400,124,46,21,25,11,0,13,26,0,2,2,0,3,3,1,3
22200637,True,MIN,14400,121,45,36,9,22,1,17,38,0,3,3,0,3,3,2,3
22200637,False,PHX,14400,116,53,36,17,11,0,8,19,0,4,4,0,6,6,4,6
22200638,True,UTA,14400,112,46,32,14,11,0,3,7,3,5,8,3,4,7,6,7
22200638,False,ORL,14400,108,28,19,9,19,1,9,20,2,2,4,3,1,4,4,4
22200639,True,LAC,14400,103,47,29,18,12,0,7,14,1,3,4,0,3,3,1,3
22200639,False,DEN,14400,115,57,41,16,11,0,10,25,1,1,2,3,6,8,3,9
22200640,True,SAC,14400,139,45,27,18,26,0,4,11,2,1,3,2,5,7,4,7
22200640,False,HOU,14400,114,35,25,10,12,0,10,25,2,0,2,1,1,2,1,2
22200641,True,MIA,14400,111,41,16,25,15,0,21,48,1,3,4,4,9,12,5,13
22200641,False,MIL,14400,95,53,41,12,14,0,2,5,2,3,5,0,1,1,1,1
22200642,True,CHA,14400,106,39,17,22,13,0,10,20,2,2,4,0,7,5,1,7
22200642,False,BOS,14400,122,48,31,17,10,0,12,30,3,3,6,1,8,5,4,9
22200643,True,IND,14400,112,40,21,19,12,1,6,15,5,3,8,0,4,4,3,4
22200643,False,MEM,14400,130,47,33,14,14,0,8,19,0,3,3,1,1,2,2,2
22200644,True,TOR,14400,103,50,34,16,14,0,2,4,4,4,8,0,3,3,2,3
22200644,False,ATL,14400,114,44,27,17,13,0,8,16,1,0,1,0,4,4,2,4
22200645,True,MIN,14400,110,23,18,5,18,1,10,21,1,2,3,0,0,0,0,0
22200645,False,CLE,14400,102,27,22,5,6,1,3,6,1,2,3,0,6,6,4,6
22200646,True,UTA,14400,117,41,25,16,11,0,8,19,0,0,0,0,2,2,0,2
22200646,False,PHI,14400,118,36,21,15,14,1,10,24,3,2,5,1,5,4,1,6
22200647,True,POR,14400,136,31,13,18,17,0,14,32,1,2,3,1,4,5,3,5
22200647,False,DAL,14400,119,39,25,14,6,0,13,28,0,2,2,0,2,2,1,2
22200648,True,DET,14400,104,47,32,15,13,0,9,21,2,2,4,2,1,3,1,3
22200648,False,NYK,14400,117,40,18,22,10,3,4,10,0,1,1,1,5,4,2,6
22200649,True,LAC,14400,121,54,36,18,17,0,14,32,2,5,7,1,3,4,3,4
22200649,False,HOU,14400,100,50,34,16,13,0,4,8,3,2,5,1,3,4,2,4
22200650,True,CHI,14400,132,36,14,22,15,1,7,15,2,4,6,0,3,3,1,3
22200650,False,GSW,14400,118,53,33,20,13,0,9,23,0,2,2,2,1,3,2,3
22200651,True,BKN,14400,102,45,33,12,13,0,8,19,3,4,7,0,1,1,1,1
22200651,False,OKC,14400,112,42,28,14,10,2,7,17,4,2,6,0,6,6,4,6
22200652,True,SAS,14400,119,36,27,9,13,0,8,18,0,1,1,3,2,5,2,5
22200652,False,SAC,14400,132,42,30,12,10,0,11,28,0,2,2,1,1,2,1,2
22200653,True,DEN,14400,119,47,27,20,11,0,6,14,6,3,9,1,3,4,1,4
22200653,False,ORL,14400,116,49,21,28,24,0,10,21,1,4,5,1,8,9,4,9
22200654,True,POR,14400,140,35,20,15,6,1,12,27,1,0,1,1,1,2,1,2
22200654,False,DAL,14400,123,48,29,19,17,0,5,10,3,1,4,1,4,5,3,5
22200655,True,LAL,14400,112,52,36,16,10,2,7,16,1,3,4,0,1,1,1,1
22200655,False,PHI,14400,113,54,42,12,11,1,10,25,2,0,2,0,4,4,1,4
22200656,True,CHA,14400,118,32,13,19,12,0,12,29,3,2,5,2,5,7,4,7
22200656,False,BOS,14400,130,47,31,16,5,0,10,25,3,2,5,0,5,5,3,5
22200657,True,MIL,14400,132,30,17,13,14,0,6,15,1,3,4,0,1,1,0,1
22200657,False,IND,14400,119,48,24,24,9,0,7,15,2,2,4,0,1,1,0,1
22200658,True,CLE,14400,113,32,26,6,6,0,7,17,1,2,3,0,3,3,1,3
22200658,False,NOP,14400,103,27,18,9,14,0,9,21,1,1,2,1,1,2,1,2
22200659,True,NYK,15900,121,57,35,22,8,0,6,13,8,5,13,3,16,17,5,19
22200659,False,TOR,15900,123,68,43,25,18,0,5,11,3,4,7,1,12,13,4,13
22200660,True,WAS,14400,118,28,13,15,9,0,10,25,2,2,4,0,6,6,2,6
22200660,False,GSW,14400,127,43,24,19,17,1,10,24,0,4,4,1,7,7,3,8
22200661,True,ATL,14400,121,52,30,22,16,1,7,17,1,5,6,0,5,5,3,5
22200661,False,MIA,14400,113,39,29,10,23,0,12,24,2,3,5,3,6,9,6,9
22200662,True,MIN,14400,125,49,31,18,19,0,12,30,4,1,5,3,8,10,6,11
22200662,False,UTA,14400,126,54,37,17,9,0,9,22,5,3,8,3,4,6,6,7
22200663,True,MEM,14400,136,53,36,17,17,0,20,48,0,4,4,0,1,1,1,1
22200663,False,PHX,14400,106,50,30,20,13,1,3,6,2,1,3,0,2,2,1,2
22200664,True,LAL,14400,140,45,33,12,12,1,15,32,2,1,3,3,3,5,4,6
22200664,False,HOU,14400,132,39,20,19,11,0,8,18,0,2,2,0,1,0,0,1
22200665,True,MIL,14400,130,58,40,18,13,0,5,11,5,4,9,3,8,10,7,11
22200665,False,TOR,14400,122,49,29,20,21,0,15,33,5,2,7,1,7,8,4,8
22200666,True,SAS,14400,106,44,31,13,17,1,11,24,3,3,6,1,1,2,2,2
22200666,False,BKN,14400,98,35,20,15,12,2,12,25,3,3,6,2,3,5,5,5
22200667,True,DEN,14400,122,39,20,19,13,0,11,25,1,2,3,0,0,0,0,0
22200667,False,POR,14400,113,48,32,16,14,0,12,31,2,0,2,0,1,1,1,1
22200668,True,LAC,14400,110,34,22,12,15,0,10,23,2,2,4,0,0,0,0,0
22200668,False,PHI,14400,120,35,22,13,19,0,8,21,1,3,4,1,1,2,2,2
22200669,True,NYK,14400,105,52,21,31,11,0,12,26,5,2,7,7,8,13,7,15
22200669,False,WAS,14400,116,42,29,13,14,1,14,33,3,1,4,4,15,17,6,19
22200670,True,DAL,14400,122,52,36,16,12,1,8,19,6,4,10,1,5,5,1,6
22200670,False,ATL,14400,130,44,19,25,11,1,11,24,2,3,5,1,7,5,3,8
22200671,True,HOU,14400,117,35,20,15,11,2,15,33,4,0,4,0,1,0,0,1
22200671,False,CHA,14400,122,42,26,16,27,0,4,10,2,4,6,0,4,3,0,4
22200672,True,MEM,14400,115,46,28,18,16,0,11,24,2,2,4,5,3,6,5,8
22200672,False,CLE,14400,114,50,35,15,7,1,9,21,1,3,4,1,0,1,1,1
22200673,True,NOP,14400,98,42,27,15,11,1,6,16,1,2,3,1,2,2,1,3
22200673,False,MIA,14400,124,25,11,14,15,1,10,22,4,1,5,1,6,7,4,7
22200674,True,OKC,14400,126,56,34,22,15,1,2,5,3,2,5,0,6,6,4,6
22200674,False,IND,14400,106,53,30,23,17,2,2,4,1,2,3,2,5,7,5,7
22200675,True,UTA,14400,126,49,33,16,10,1,16,42,1,2,3,0,4,4,3,4
22200675,False,LAC,14400,103,47,33,14,9,0,10,24,1,1,2,2,1,3,1,3
22200676,True,DEN,14400,122,41,26,15,21,0,11,24,2,1,3,2,2,4,2,4
22200676,False,MIN,14400,118,42,33,9,14,1,6,13,2,0,2,0,2,2,2,2
22200677,True,LAL,14400,111,50,35,15,10,0,6,14,4,2,6,1,2,3,1,3
22200677,False,SAC,14400,116,47,29,18,17,0,9,20,2,0,2,1,4,5,1,5
22200678,True,DET,14400,108,48,36,12,16,0,8,16,5,4,9,5,5,10,6,10
22200678,False,CHI,14400,126,49,30,19,21,0,12,26,4,3,7,0,9,9,7,9
22200679,True,BOS,15900,121,64,30,34,14,0,4,10,6,5,11,5,10,13,10,15
22200679,False,GSW,15900,118,78,48,30,17,0,16,42,3,3,6,4,4,8,6,8
22200680,True,MIN,14400,128,44,29,15,15,1,5,13,2,2,4,1,6,6,4,7
22200680,False,TOR,14400,126,42,24,18,14,1,4,9,1,4,5,1,3,3,2,4
22200681,True,PHX,14400,117,46,35,11,13,0,5,10,5,2,7,0,5,5,4,5
22200681,False,BKN,14400,112,38,29,9,10,0,11,26,2,0,2,0,5,5,3,5
22200682,True,POR,14400,95,24,19,5,12,0,12,29,2,1,3,3,2,5,3,5
22200682,False,PHI,14400,105,27,17,10,16,0,7,15,0,1,1,0,4,4,2,4
22200683,True,ORL,14400,123,39,26,13,5,0,5,11,2,2,4,1,2,3,2,3
22200683,False,NOP,14400,110,41,25,16,23,0,7,15,7,2,9,0,3,2,0,3
22200684,True,ATL,14400,139,37,25,12,12,0,23,50,3,2,5,1,4,4,3,5
22200684,False,NYK,14400,124,50,34,16,8,0,3,7,4,2,6,0,4,4,2,4
22200685,True,CLE,14400,114,47,25,22,16,0,10,25,3,3,6,1,5,3,2,6
22200685,False,GSW,14400,120,41,25,16,11,0,11,28,3,4,7,2,4,5,4,6
22200686,True,DAL,14400,115,36,23,13,12,0,11,26,6,3,9,2,2,3,2,4
22200686,False,MIA,14400,90,30,11,19,11,0,13,27,0,0,0,1,2,3,2,3
22200687,True,SAS,14400,126,28,24,4,11,0,10,20,4,0,4,0,5,5,3,5
22200687,False,LAC,14400,131,39,30,9,9,0,16,33,1,2,3,2,1,3,3,3
22200688,True,DEN,14400,134,36,21,15,19,0,10,23,1,3,4,0,2,0,0,2
22200688,False,IND,14400,111,33,20,13,17,2,6,15,4,3,7,3,0,3,2,3
22200689,True,UTA,14400,106,54,29,25,10,0,3,6,5,2,7,1,4,5,2,5
22200689,False,BKN,14400,117,55,30,25,13,3,9,24,2,5,7,1,6,3,1,7
22200690,True,LAL,14400,122,44,31,13,11,1,6,15,2,4,6,0,10,9,3,10
22200690,False,MEM,14400,121,54,35,19,14,0,14,31,3,3,6,1,4,4,1,5
22200691,True,SAC,14400,118,60,31,29,11,0,11,26,3,0,3,1,2,3,1,3
22200691,False,OKC,14400,113,55,36,19,17,3,6,14,3,2,5,0,4,4,1,4
22200692,True,TOR,14400,104,58,35,23,17,1,9,19,5,3,8,1,3,4,4,4
22200692,False,BOS,14400,106,55,47,8,19,2,11,26,3,5,8,1,4,5,2,5
22200693,True,WAS,14400,138,28,26,2,11,1,17,41,3,1,4,0,1,1,0,1
22200693,False,ORL,14400,118,35,26,9,5,0,10,22,0,2,2,1,2,3,3,3
22200694,True,ATL,14400,118,28,19,9,15,0,17,36,0,2,2,0,4,4,4,4
22200694,False,CHA,14400,122,29,20,9,17,0,5,13,1,1,2,0,1,1,1,1
22200695,True,CLE,14400,114,58,30,28,16,1,10,21,2,3,5,0,5,5,2,5
22200695,False,MIL,14400,102,49,33,16,12,0,9,20,1,0,1,1,3,4,2,4
22200696,True,MIN,14400,113,42,30,12,21,0,6,15,1,4,5,1,4,5,3,5
22200696,False,HOU,14400,104,43,20,23,10,1,6,14,2,3,5,1,1,2,2,2
22200697,True,PHX,14400,112,54,34,20,11,0,4,9,3,3,6,1,5,6,2,6
22200697,False,IND,14400,107,45,31,14,19,1,9,20,0,2,2,0,9,9,4,9
22200698,True,SAC,14400,127,58,43,15,13,3,9,21,1,2,3,1,5,6,3,6
22200698,False,PHI,14400,129,53,34,19,16,0,7,16,1,1,2,2,5,7,5,7
22200699,True,MIA,14400,100,26,13,13,19,1,8,18,3,3,6,1,1,1,0,2
22200699,False,NOP,14400,96,35,17,18,24,1,3,7,1,2,3,0,5,5,2,5
22200700,True,TOR,14400,125,34,16,18,26,0,12,29,3,2,5,4,6,9,5,10
22200700,False,NYK,14400,116,52,33,19,10,1,4,10,9,1,10,2,9,11,6,11
22200701,True,DAL,14400,98,30,16,14,2,0,7,16,1,1,2,1,2,3,1,3
22200701,False,LAC,14400,112,33,17,16,12,0,4,8,1,2,3,1,2,1,0,3
22200702,True,DEN,14400,99,62,47,15,14,0,4,9,0,1,1,3,2,4,0,5
22200702,False,OKC,14400,101,52,37,15,12,2,4,8,4,3,7,0,3,3,2,3
22200703,True,PHX,14400,112,46,31,15,17,0,13,29,1,1,2,0,3,3,3,3
22200703,False,MEM,14400,110,51,31,20,20,1,7,15,0,0,0,2,6,8,5,8
22200704,True,GSW,14400,116,40,27,13,14,0,2,6,3,1,4,1,2,3,3,3
22200704,False,BKN,14400,120,35,22,13,15,1,8,21,2,0,2,0,2,2,1,2
22200705,True,POR,14400,112,31,20,11,12,2,9,21,4,1,5,0,4,4,3,4
22200705,False,LAL,14400,121,38,21,17,14,1,8,17,2,3,5,0,4,4,1,4
22200706,True,DET,14400,130,68,28,40,26,0,10,26,0,6,6,1,11,10,6,12
22200706,False,MIL,14400,150,63,36,27,15,0,8,19,3,4,7,2,13,14,9,15
22200707,True,ORL,14400,113,45,17,28,19,0,15,33,0,0,0,3,3,6,6,6
22200707,False,BOS,14400,98,50,33,17,13,0,9,21,5,3,8,3,6,8,4,9
22200708,True,CHI,14400,111,55,35,20,16,0,9,18,2,1,3,0,4,4,4,4
22200708,False,ATL,14400,100,47,34,13,9,0,4,8,3,0,3,3,2,5,3,5
22200709,True,HOU,14400,119,48,27,21,10,2,15,35,3,3,6,0,4,4,3,4
22200709,False,MIN,14400,114,33,22,11,18,0,11,28,2,2,4,0,3,3,1,3
22200710,True,UTA,14400,120,45,33,12,13,0,11,25,3,5,8,2,7,7,1,9
22200710,False,CHA,14400,102,60,34,26,21,0,6,13,0,3,3,2,7,7,2,9
22200711,True,POR,14400,147,34,29,5,15,0,18,47,5,3,8,0,2,2,1,2
22200711,False,SAS,14400,127,40,26,14,18,1,15,32,2,0,2,3,0,3,3,3
22200712,True,SAC,14400,133,51,37,14,12,1,10,26,2,2,4,1,5,6,5,6
22200712,False,MEM,14400,100,29,17,12,12,0,9,19,1,0,1,0,1,1,1,1
22200713,True,IND,14400,116,42,33,9,16,1,11,24,4,2,6,2,5,6,3,7
22200713,False,CHI,14400,110,52,31,21,11,0,10,20,4,2,6,2,7,8,4,9
22200714,True,MIA,14400,98,34,14,20,9,2,6,14,3,2,5,0,1,0,0,1
22200714,False,BOS,14400,95,51,33,18,7,0,5,11,2,0,2,1,5,4,1,6
22200715,True,NYK,14400,105,44,28,16,11,1,8,19,2,2,4,1,6,6,4,7
22200715,False,CLE,14400,103,51,28,23,16,0,8,21,5,4,9,0,9,8,7,9
22200716,True,NOP,14400,98,36,18,18,11,1,6,12,3,2,5,2,2,4,4,4
22200716,False,DEN,14400,99,34,23,11,10,0,4,9,2,1,3,1,4,5,4,5
22200717,True,DAL,14400,126,55,40,15,10,0,4,9,1,3,4,0,1,1,1,1
22200717,False,WAS,14400,127,50,31,19,12,0,10,22,3,3,6,0,4,2,1,4
22200718,True,PHX,14400,128,49,37,12,10,0,14,33,2,1,3,2,6,6,4,8
22200718,False,CHA,14400,97,49,27,22,12,0,7,17,0,3,3,2,3,5,2,5
22200719,True,LAL,14400,115,48,26,22,11,0,5,14,3,1,4,2,2,4,3,4
22200719,False,LAC,14400,133,51,25,26,11,0,16,35,1,0,1,1,3,4,3,4
22200720,True,ORL,14400,126,42,23,19,14,0,4,9,4,2,6,3,1,4,2,4
22200720,False,IND,14400,120,37,22,15,16,0,7,16,1,2,3,2,0,2,1,2
22200721,True,PHI,14400,137,31,21,10,15,0,4,10,2,3,5,0,1,1,0,1
22200721,False,BKN,14400,133,35,19,16,10,0,16,39,4,0,4,0,1,1,0,1
22200722,True,HOU,14400,103,50,31,19,19,0,9,23,3,3,6,1,6,4,2,7
22200722,False,WAS,14400,108,58,44,14,17,0,13,28,2,6,8,0,5,4,2,5
22200723,True,MIL,14400,107,61,39,22,21,0,11,26,1,2,3,0,2,2,0,2
22200723,False,DEN,14400,99,40,24,16,14,1,7,16,3,2,5,0,2,1,0,2
22200724,True,NOP,14400,102,43,28,15,12,0,7,19,2,3,5,1,2,3,2,3
22200724,False,MIN,14400,111,45,28,17,15,0,5,10,3,2,5,1,3,4,4,4
22200725,True,OKC,14400,132,47,28,19,21,1,3,9,2,1,3,0,5,5,1,5
22200725,False,ATL,14400,137,42,31,11,6,0,6,12,2,4,6,2,1,3,2,3
22200726,True,GSW,14400,122,43,29,14,16,1,12,32,4,2,6,1,5,4,3,6
22200726,False,MEM,14400,120,43,24,19,23,0,8,18,1,1,2,1,4,5,3,5
22200727,True,POR,14400,134,40,23,17,18,0,4,10,3,3,6,2,5,7,4,7
22200727,False,UTA,14400,124,32,25,7,16,0,7,16,4,3,7,0,1,0,0,1
22200728,True,SAC,14400,95,34,25,9,8,0,3,8,3,3,6,0,5,5,2,5
22200728,False,TOR,14400,113,28,21,7,19,1,7,17,0,3,3,1,2,3,1,3
22200729,True,LAL,14400,113,52,38,14,16,1,5,11,3,4,7,3,3,6,5,6
22200729,False,SAS,14400,104,36,22,14,13,0,9,19,1,3,4,2,4,5,3,6
22200730,True,BOS,15900,117,53,33,20,7,0,13,30,4,2,6,2,13,15,7,15
22200730,False,NYK,15900,120,52,31,21,10,0,17,38,2,1,3,4,10,12,9,14
22200731,True,BKN,14400,122,48,37,11,20,0,6,15,5,1,6,0,12,10,2,12
22200731,False,DET,14400,130,45,28,17,13,0,10,23,9,4,13,1,2,3,1,3
22200732,True,CHA,14400,111,63,43,20,11,0,7,17,2,2,4,3,5,8,5,8
22200732,False,CHI,14400,96,51,29,22,15,3,11,23,5,3,8,0,5,5,3,5
22200733,True,HOU,14400,95,43,31,12,10,0,3,8,3,1,4,1,2,2,2,3
22200733,False,CLE,14400,113,33,23,10,22,1,8,19,1,6,7,0,6,5,2,6
22200734,True,PHX,14400,95,47,29,18,14,0,7,15,3,2,5,1,5,6,5,6
22200734,False,DAL,14400,99,45,35,10,8,0,7,19,4,1,5,0,5,5,2,5
22200735,True,LAC,14400,138,39,31,8,14,0,14,30,1,2,3,1,2,3,2,3
22200735,False,SAS,14400,100,29,17,12,11,0,7,15,2,1,3,1,0,1,1,1
22200736,True,IND,14400,131,58,30,28,17,0,15,31,3,7,10,3,7,8,3,10
22200736,False,MIL,14400,141,52,28,24,14,0,3,6,5,3,8,3,11,14,8,14
22200737,True,MIN,14400,111,50,32,18,19,0,4,9,2,3,5,2,5,7,2,7
22200737,False,MEM,14400,100,40,23,17,18,0,7,15,2,3,5,1,10,11,4,11
22200738,True,MIA,14400,110,35,21,14,13,2,8,18,3,3,6,0,4,4,3,4
22200738,False,ORL,14400,105,40,25,15,11,0,12,29,0,5,5,2,2,4,4,4
22200739,True,OKC,14400,112,41,28,13,10,2,1,2,1,2,3,2,2,4,3,4
22200739,False,CLE,14400,100,38,32,6,19,0,6,15,1,3,4,0,3,2,1,3
22200740,True,GSW,14400,129,53,36,17,17,0,10,24,2,5,7,1,2,3,2,3
22200740,False,TOR,14400,117,35,16,19,16,0,5,13,1,2,3,1,3,4,2,4
22200741,True,PHI,14400,126,36,24,12,14,0,5,12,1,3,4,3,4,7,5,7
22200741,False,DEN,14400,119,42,32,10,22,1,9,20,3,2,5,0,2,2,1,2
22200742,True,BKN,14400,122,37,24,13,11,0,12,28,3,3,6,0,4,3,1,4
22200742,False,NYK,14400,115,47,29,18,5,0,9,20,2,1,3,2,3,4,2,5
22200743,True,DET,14400,114,64,43,21,24,0,8,21,4,5,9,4,5,7,6,9
22200743,False,HOU,14400,117,51,25,26,21,2,2,4,4,1,5,1,9,9,5,10
22200744,True,ORL,14400,109,37,16,21,6,0,7,16,3,3,6,0,3,3,2,3
22200744,False,CHI,14400,128,53,30,23,11,0,6,14,1,2,3,3,4,7,3,7
22200745,True,ATL,14400,113,49,22,27,17,0,10,20,7,6,13,2,8,10,4,10
22200745,False,LAC,14400,120,58,37,21,11,0,12,27,6,4,10,1,13,12,3,14
22200746,True,MIN,14400,117,35,23,12,11,0,3,7,2,0,2,1,8,9,5,9
22200746,False,SAC,14400,110,40,25,15,11,1,12,27,1,1,2,1,1,2,1,2
22200747,True,NOP,14400,103,41,22,19,18,1,8,18,1,0,1,2,2,4,3,4
22200747,False,WAS,14400,113,35,23,12,7,1,5,12,2,0,2,2,1,3,2,3
22200748,True,SAS,15900,118,56,37,19,8,0,17,36,1,3,4,1,3,2,1,4
22200748,False,PHX,15900,128,48,28,20,11,0,24,51,1,0,1,1,4,5,2,5
22200749,True,BOS,15900,125,59,36,23,11,0,10,25,1,2,3,0,11,11,2,11
22200749,False,LAL,15900,121,36,17,19,11,2,7,17,1,1,2,0,4,4,2,4
22200750,True,UTA,14400,108,34,18,16,16,0,7,18,1,1,2,4,1,5,3,5
22200750,False,DAL,14400,100,49,25,24,9,0,7,16,3,1,4,0,4,4,0,4
22200751,True,POR,14400,105,39,25,14,11,2,12,26,1,0,1,0,5,5,2,5
22200751,False,TOR,14400,123,31,23,8,12,0,5,13,3,1,4,2,3,5,4,5
22200752,True,CHA,14400,122,36,24,12,16,1,6,14,0,2,2,1,5,5,3,6
22200752,False,MIA,14400,117,32,17,15,16,3,11,23,0,1,1,0,8,8,1,8
22200753,True,MEM,14400,112,50,30,20,14,0,4,9,2,2,4,0,4,1,0,4
22200753,False,IND,14400,100,59,35,24,7,1,5,10,4,1,5,1,10,3,2,11
22200754,True,CLE,14400,122,45,35,10,14,0,13,33,2,2,4,0,3,3,2,3
22200754,False,LAC,14400,99,35,19,16,13,0,12,24,0,1,1,4,1,5,3,5
22200755,True,MIL,14400,135,44,30,14,10,0,11,26,1,0,1,1,2,3,2,3
22200755,False,NOP,14400,110,35,17,18,13,0,11,26,1,4,5,0,3,3,1,3
22200756,True,PHI,14400,109,46,37,9,10,0,3,6,7,4,11,1,13,11,3,14
22200756,False,ORL,14400,119,50,28,22,19,0,8,18,1,6,7,2,3,5,2,5
22200757,True,BKN,14400,121,51,39,12,20,0,13,31,2,4,6,5,13,17,12,18
22200757,False,LAL,14400,104,38,20,18,9,0,4,9,5,4,9,6,4,10,7,10
22200758,True,MIN,15900,111,45,34,11,21,0,9,19,3,1,4,1,2,3,2,3
22200758,False,SAC,15900,118,55,30,25,18,0,10,23,5,2,7,1,9,8,2,10
22200759,True,OKC,14400,120,47,22,25,14,0,8,17,4,0,4,1,2,3,3,3
22200759,False,GSW,14400,128,53,39,14,16,2,12,33,1,1,2,1,2,3,2,3
22200760,True,SAS,14400,106,40,28,12,15,0,9,19,1,0,1,0,2,2,1,2
22200760,False,WAS,14400,127,42,33,9,17,0,6,14,2,0,2,1,5,6,4,6
22200761,True,DAL,14400,111,40,25,15,11,0,7,18,0,5,5,0,13,13,2,13
22200761,False,DET,14400,105,43,21,22,12,0,7,15,0,2,2,2,4,6,4,6
22200762,True,PHX,14400,114,51,31,20,19,0,6,13,1,3,4,3,4,7,5,7
22200762,False,TOR,14400,106,39,28,11,15,0,10,20,1,3,4,1,2,3,2,3
22200763,True,POR,14400,129,29,23,6,8,0,15,38,0,1,1,0,1,1,0,1
22200763,False,ATL,14400,125,25,17,8,7,0,7,16,1,1,2,1,0,1,1,1
22200764,True,CLE,14400,97,45,29,16,15,0,7,15,1,2,3,0,0,0,0,0
22200764,False,MIA,14400,100,28,9,19,13,0,4,10,1,0,1,1,3,4,1,4
22200765,True,NYK,15900,123,52,32,20,13,2,7,16,4,0,4,1,9,10,5,10
22200765,False,LAL,15900,129,45,29,16,14,0,13,28,5,3,8,1,3,4,3,4
