gameid,home,team,SEC,PTS,contestedshots,contestedshots2P,contestedshots3P,deflections,chargesdrawn,screenAST,screenASTPTS,looseballsrecoveredOFF,looseballsrecoveredDEF,looseballsrecoveredtotal,OFFboxouts,DEFboxouts,boxoutplayerteamREB,boxoutplayerREB,boxouts
22201074,True,HOU,14400,108,30,11,19,24,0,9,23,3,4,7,1,2,3,1,3
22201074,False,GSW,14400,121,44,26,18,14,0,8,19,1,2,3,4,4,8,4,8
22201075,True,MEM,14400,112,52,29,23,14,0,15,35,0,4,4,5,6,5,2,11
22201075,False,DAL,14400,108,53,37,16,9,0,9,19,0,4,4,1,15,13,4,16
22201076,True,UTA,14400,128,58,32,26,11,1,8,21,3,4,7,2,12,13,4,14
22201076,False,SAC,14400,120,43,22,21,14,2,7,17,2,4,6,3,12,15,7,15
22201077,True,ORL,14400,122,44,25,19,16,2,8,16,2,2,4,4,5,8,4,9
22201077,False,WAS,14400,112,40,28,12,15,1,10,22,4,3,7,1,4,5,2,5
22201078,True,ATL,14400,129,46,22,24,8,1,11,26,2,0,2,2,3,5,4,5
22201078,False,DET,14400,107,45,24,21,11,0,7,18,2,1,3,0,5,4,2,5
22201079,True,BKN,14400,109,47,32,15,14,0,8,17,2,0,2,5,3,8,4,8
22201079,False,CLE,14400,115,45,28,17,15,0,13,31,0,1,1,0,4,4,1,4
22201080,True,NOP,14400,119,36,22,14,21,0,14,28,4,1,5,1,3,4,3,4
22201080,False,SAS,14400,84,34,23,11,16,1,8,20,3,5,8,1,3,4,2,4
22201081,True,SAC,14400,109,49,26,23,10,0,7,17,3,0,3,0,2,2,2,2
22201081,False,BOS,14400,132,45,19,26,15,1,7,16,0,4,4,3,5,8,7,8
22201082,True,LAC,14400,100,51,33,18,18,0,5,10,5,3,8,4,1,5,5,5
22201082,False,OKC,14400,101,49,33,16,14,3,11,23,3,1,4,0,7,7,2,7
22201083,True,WAS,14400,104,44,27,17,16,0,10,22,3,0,3,0,3,3,1,3
22201083,False,DEN,14400,118,49,33,16,15,0,8,20,4,3,7,1,3,4,4,4
22201084,True,MIA,14400,127,28,12,16,10,3,16,35,1,0,1,0,7,7,1,7
22201084,False,NYK,14400,120,41,27,14,15,0,4,10,2,2,4,0,0,0,0,0
22201085,True,TOR,14400,114,45,33,12,19,1,5,11,2,5,7,2,9,11,3,11
22201085,False,IND,14400,118,41,24,17,11,2,4,9,3,5,8,1,18,18,5,19
22201086,True,DAL,14400,125,39,20,19,19,0,6,14,5,5,10,1,5,4,4,6
22201086,False,GSW,14400,127,46,23,23,18,0,13,28,6,3,9,2,8,10,6,10
22201087,True,CHI,14400,91,44,26,18,11,1,5,10,2,1,3,0,4,4,0,4
22201087,False,PHI,14400,116,37,26,11,14,1,5,10,3,4,7,3,5,7,3,8
22201088,True,MEM,14400,130,40,26,14,13,1,9,22,1,5,6,2,2,4,3,4
22201088,False,HOU,14400,125,34,17,17,13,0,10,22,3,2,5,3,0,3,2,3
22201089,True,MIL,14400,130,46,31,15,14,1,11,26,2,3,5,0,11,11,6,11
22201089,False,SAS,14400,94,35,19,16,17,0,6,15,2,3,5,2,5,7,4,7
22201090,True,MIN,14400,125,36,24,12,16,0,13,30,4,3,7,0,7,4,2,7
22201090,False,ATL,14400,124,42,34,8,10,0,17,40,3,3,6,1,15,7,2,16
22201091,True,UTA,14400,115,42,25,17,14,0,14,35,1,1,2,0,3,3,2,3
22201091,False,POR,14400,127,41,21,20,13,1,10,23,2,0,2,0,11,11,2,11
22201092,True,LAL,14400,122,49,28,21,10,1,8,17,3,0,3,1,4,5,3,5
22201092,False,PHX,14400,111,42,27,15,10,0,18,38,1,2,3,2,3,5,4,5
22201093,True,ORL,14400,111,41,21,20,13,0,11,22,1,2,3,0,3,2,1,3
22201093,False,NYK,14400,106,56,36,20,13,0,5,11,4,3,7,2,2,4,2,4
22201094,True,BKN,14400,114,48,25,23,8,0,10,22,3,2,5,0,2,2,1,2
22201094,False,CLE,14400,116,44,26,18,7,1,12,30,1,2,3,2,1,3,3,3
22201095,True,NOP,14400,115,35,17,18,15,2,14,31,3,0,3,2,5,6,3,7
22201095,False,CHA,14400,96,38,26,12,13,0,10,22,0,1,1,2,6,8,5,8
22201096,True,LAC,14400,127,40,26,14,12,1,10,22,2,1,3,0,2,1,1,2
22201096,False,OKC,14400,105,57,33,24,10,2,7,15,2,3,5,0,1,1,0,1
22201097,True,BOS,14400,120,52,36,16,12,0,13,32,5,5,10,3,9,12,3,12
22201097,False,IND,14400,95,48,25,23,15,1,7,15,4,3,7,0,3,3,2,3
22201098,True,WAS,14400,136,53,37,16,12,0,15,33,0,3,3,1,4,5,2,5
22201098,False,SAS,14400,124,40,25,15,12,0,9,18,6,3,9,1,6,6,3,7
22201099,True,TOR,14400,118,34,21,13,20,0,4,10,2,4,6,2,3,4,2,5
22201099,False,DET,14400,97,53,32,21,11,1,3,6,3,5,8,1,8,9,3,9
22201100,True,MEM,14400,151,47,36,11,15,0,15,38,5,2,7,0,4,4,3,4
22201100,False,HOU,14400,114,40,22,18,13,0,10,21,2,1,3,3,3,6,6,6
22201101,True,DAL,14400,109,42,31,11,5,0,8,16,0,2,2,0,11,11,2,11
22201101,False,CHA,14400,117,46,22,24,11,0,8,17,3,3,6,0,5,5,3,5
22201102,True,UTA,14400,116,52,28,24,18,1,10,23,4,2,6,0,2,2,2,2
22201102,False,MIL,14400,144,47,29,18,13,0,4,11,3,2,5,0,4,4,1,4
22201103,True,GSW,14400,120,43,29,14,13,1,18,44,0,0,0,3,6,9,6,9
22201103,False,PHI,14400,112,35,14,21,14,0,6,13,3,3,6,0,4,4,1,4
22201104,True,POR,14400,96,32,19,13,17,1,4,9,1,1,2,0,3,3,0,3
22201104,False,CHI,14400,124,45,27,18,20,1,5,13,0,2,2,0,1,1,0,1
22201105,True,SAC,14400,135,49,33,16,12,2,8,20,1,3,4,1,4,5,5,5
22201105,False,PHX,14400,127,49,30,19,7,0,6,12,2,3,5,1,3,4,1,4
22201106,True,LAL,14400,116,43,28,15,15,0,11,26,4,3,7,2,2,4,3,4
22201106,False,OKC,14400,111,51,29,22,13,1,7,16,2,4,6,0,12,10,2,12
22201107,True,ATL,14400,143,56,34,22,10,1,12,27,3,4,7,3,3,6,6,6
22201107,False,IND,14400,130,56,37,19,15,0,16,38,1,3,4,1,2,3,1,3
22201108,True,MIA,14400,100,39,23,16,15,0,11,26,3,2,5,1,0,1,1,1
22201108,False,BKN,14400,129,47,30,17,15,1,7,19,2,0,2,3,4,7,5,7
22201109,True,DEN,14400,129,41,26,15,9,0,21,50,1,2,3,1,2,3,3,3
22201109,False,MIL,14400,106,49,27,22,13,0,3,9,0,5,5,0,3,3,0,3
22201110,True,PHX,14400,125,37,25,12,13,0,14,30,3,1,4,0,9,9,1,9
22201110,False,PHI,14400,105,42,27,15,11,0,8,18,2,2,4,1,4,5,3,5
22201111,True,SAC,14400,121,48,30,18,19,1,4,8,2,4,6,2,7,9,6,9
22201111,False,UTA,14400,113,48,35,13,13,0,8,18,5,1,6,1,6,7,5,7
22201112,True,LAC,14400,110,47,34,13,15,0,7,16,3,2,5,1,2,2,2,3
22201112,False,NOP,14400,131,34,21,13,30,1,9,19,2,0,2,0,3,3,2,3
22201113,True,CHA,14400,110,49,23,26,14,0,2,4,4,2,6,1,9,7,3,10
22201113,False,DAL,14400,104,53,39,14,18,1,8,21,2,1,3,0,12,8,1,12
22201114,True,LAL,14400,108,50,33,17,11,0,8,19,1,1,2,2,4,6,3,6
22201114,False,CHI,14400,118,31,13,18,14,4,11,24,3,3,6,1,11,12,4,12
22201115,True,ATL,14400,119,43,27,16,12,2,5,10,3,0,3,0,3,2,1,3
22201115,False,MEM,14400,123,56,36,20,14,0,13,27,2,4,6,0,3,2,1,3
22201116,True,BOS,14400,137,59,37,22,10,1,12,30,0,0,0,0,13,13,2,13
22201116,False,SAS,14400,93,38,15,23,13,0,14,30,1,2,3,0,10,9,2,10
22201117,True,CLE,14400,108,43,31,12,15,1,10,24,3,2,5,0,2,2,1,2
22201117,False,HOU,14400,91,32,17,15,9,0,8,19,4,1,5,1,2,3,2,3
22201118,True,ORL,14400,119,62,31,31,7,0,10,21,4,1,5,0,8,8,2,8
22201118,False,BKN,14400,106,56,40,16,13,0,13,27,5,2,7,2,7,7,3,9
22201119,True,TOR,14400,114,38,25,13,20,1,9,21,0,1,1,3,1,4,3,4
22201119,False,WAS,14400,104,52,33,19,14,0,4,9,1,1,2,0,2,2,0,2
22201120,True,POR,14400,112,46,28,18,10,1,11,27,3,3,6,2,2,4,2,4
22201120,False,OKC,14400,118,57,35,22,19,3,5,11,3,3,6,1,6,7,3,7
22201121,True,GSW,14400,96,42,28,14,19,2,15,37,1,1,2,0,5,5,1,5
22201121,False,MIN,14400,99,33,19,14,17,0,9,27,5,4,9,0,4,4,1,4
22201122,True,DET,14400,117,55,22,33,17,0,10,22,6,4,10,5,12,16,9,17
22201122,False,MIL,14400,126,48,32,16,16,0,9,19,7,0,7,3,15,18,10,18
22201123,True,IND,14400,104,43,25,18,15,0,10,20,5,2,7,1,3,4,3,4
22201123,False,DAL,14400,127,69,48,21,11,1,13,33,6,5,11,1,5,5,1,6
22201124,True,NYK,14400,137,54,37,17,16,0,7,16,4,4,8,1,2,3,3,3
22201124,False,HOU,14400,115,50,25,25,15,0,10,20,6,3,9,1,2,3,2,3
22201125,True,UTA,14400,103,46,27,19,6,0,11,24,1,0,1,0,2,2,1,2
22201125,False,PHX,14400,117,30,11,19,13,0,10,21,2,1,3,0,2,2,1,2
22201126,True,DEN,14400,116,41,29,12,9,0,10,23,3,5,8,1,1,2,1,2
22201126,False,PHI,14400,111,41,24,17,9,0,11,27,4,6,10,3,7,9,4,10
22201127,True,POR,14400,90,31,24,7,17,0,4,9,1,1,2,0,1,1,1,1
22201127,False,NOP,14400,124,48,33,15,22,0,8,21,1,2,3,1,5,6,4,6
22201128,True,SAC,14400,115,46,33,13,7,0,17,38,4,4,8,1,14,15,5,15
22201128,False,MIN,14400,119,35,28,7,12,1,8,16,1,1,2,1,10,8,4,11
22201129,True,LAC,14400,124,34,24,10,13,0,4,9,2,3,5,0,3,3,2,3
22201129,False,CHI,14400,112,33,18,15,20,1,6,12,2,1,3,1,3,4,3,4
22201130,True,WAS,14400,130,50,27,23,12,2,6,13,1,1,2,1,6,7,5,7
22201130,False,BOS,14400,111,54,30,24,9,1,9,21,1,0,1,2,5,7,4,7
22201131,True,ATL,14400,120,42,31,11,5,2,11,25,2,1,3,0,4,4,4,4
22201131,False,CLE,14400,118,45,31,14,13,0,12,27,4,1,5,0,6,6,5,6
22201132,True,TOR,14400,106,55,35,20,14,0,4,9,2,3,5,1,0,1,1,1
22201132,False,MIA,14400,92,53,27,26,12,1,12,29,5,3,8,0,6,6,2,6
22201133,True,MEM,14400,113,55,25,30,14,0,2,4,1,2,3,1,2,3,1,3
22201133,False,ORL,14400,108,54,30,24,12,1,8,17,1,1,2,0,2,2,1,2
22201134,True,OKC,14400,134,47,27,20,15,2,9,22,0,2,2,1,6,4,2,7
22201134,False,CHA,14400,137,45,33,12,7,0,10,20,4,5,9,2,4,5,4,6
22201135,True,GSW,14400,120,54,40,14,11,0,16,41,2,5,7,1,3,2,1,4
22201135,False,NOP,14400,109,38,14,24,13,3,6,12,2,3,5,2,4,6,2,6
22201136,True,IND,14400,136,45,29,16,16,1,19,44,2,2,4,1,2,3,1,3
22201136,False,MIL,14400,149,65,47,18,8,0,10,21,3,5,8,1,2,3,3,3
22201137,True,BKN,14400,123,63,45,18,11,0,6,12,1,2,3,1,3,3,2,4
22201137,False,HOU,14400,114,34,24,10,10,0,2,4,3,1,4,4,0,4,3,4
22201138,True,NYK,14400,101,39,20,19,11,0,5,11,2,2,4,1,2,3,3,3
22201138,False,MIA,14400,92,25,11,14,13,1,11,24,1,0,1,0,3,3,3,3
22201139,True,PHI,14400,116,45,19,26,13,0,5,15,3,3,6,1,5,6,5,6
22201139,False,DAL,14400,108,41,24,17,7,0,14,35,3,3,6,0,4,4,1,4
22201140,True,CHI,14400,110,45,29,16,22,1,5,10,2,3,5,1,8,8,3,9
22201140,False,LAL,14400,121,35,20,15,11,2,9,20,3,0,3,3,4,7,4,7
22201141,True,MEM,14400,132,34,16,18,14,0,7,15,4,1,5,0,7,6,2,7
22201141,False,LAC,14400,141,40,26,14,14,0,14,32,1,3,4,0,11,10,6,11
22201142,True,OKC,14400,107,51,31,20,14,3,12,27,3,2,5,0,10,9,2,10
22201142,False,DET,14400,106,48,31,17,10,0,7,18,3,4,7,3,3,4,1,6
22201143,True,SAS,14400,117,50,35,15,8,1,2,4,0,2,2,0,8,8,4,8
22201143,False,UTA,14400,128,53,32,21,11,2,16,36,0,0,0,2,3,5,3,5
22201144,True,PHX,14400,107,46,28,18,16,0,16,35,2,4,6,1,3,4,1,4
22201144,False,MIN,14400,100,47,38,9,5,0,13,30,4,3,7,1,2,3,2,3
22201145,True,POR,14400,80,50,24,26,11,0,6,15,3,2,5,1,4,5,3,5
22201145,False,SAC,14400,120,73,45,28,17,0,7,19,5,1,6,2,7,7,3,9
22201146,True,MIL,14400,99,51,26,25,7,1,4,10,2,2,4,4,3,6,4,7
22201146,False,BOS,14400,140,58,32,26,15,0,10,28,4,3,7,1,5,6,1,6
22201147,True,DEN,14400,88,52,29,23,8,1,10,22,3,1,4,0,3,3,2,3
22201147,False,NOP,14400,107,53,31,22,14,0,9,20,1,2,3,0,5,5,3,5
22201148,True,CHA,14400,91,52,36,16,7,0,7,14,3,1,4,0,3,3,1,3
22201148,False,CHI,14400,121,44,23,21,17,1,8,18,2,0,2,1,6,7,3,7
22201149,True,IND,14400,121,55,38,17,15,1,10,21,8,3,11,0,8,5,3,8
22201149,False,OKC,14400,117,65,41,24,18,0,0,0,0,1,1,1,10,8,4,11
22201150,True,PHI,14400,117,40,30,10,10,0,5,11,5,4,9,0,10,10,3,10
22201150,False,TOR,14400,110,38,21,17,14,0,7,17,4,0,4,0,2,2,1,2
22201151,True,WAS,14400,109,23,20,3,7,0,5,13,4,2,6,2,2,3,2,4
22201151,False,ORL,14400,116,42,26,16,9,2,8,16,1,3,4,1,4,3,2,5
22201152,True,BOS,14400,122,40,28,12,10,1,4,11,2,3,5,0,8,7,4,8
22201152,False,UTA,14400,114,40,25,15,12,1,9,22,4,3,7,1,5,3,2,6
22201153,True,BKN,14400,124,41,19,22,15,0,10,24,2,0,2,0,3,3,2,3
22201153,False,ATL,14400,107,39,19,20,8,0,7,14,5,3,8,0,2,2,1,2
22201154,True,CLE,14400,116,58,35,23,13,0,13,32,4,2,6,0,10,10,3,10
22201154,False,NYK,14400,130,46,26,20,13,0,14,34,3,5,8,2,3,5,3,5
22201155,True,HOU,14400,121,51,30,21,16,1,12,29,4,4,8,0,1,1,1,1
22201155,False,DET,14400,115,47,27,20,9,3,8,20,2,2,4,1,6,5,2,7
22201156,True,MEM,14400,108,55,35,20,11,0,6,13,2,2,4,4,5,8,6,9
22201156,False,LAC,14400,94,41,25,16,11,1,1,2,4,3,7,2,2,4,3,4
22201157,True,MIN,14400,111,39,30,9,13,1,9,22,0,2,2,2,2,4,3,4
22201157,False,LAL,14400,123,38,24,14,13,1,9,20,3,3,6,1,3,4,1,4
22201158,True,GSW,14400,130,43,27,16,23,0,11,31,6,3,9,2,2,4,2,4
22201158,False,SAS,14400,115,31,17,14,19,1,9,21,0,1,1,1,5,6,4,6
22201159,True,POR,14400,114,50,30,20,21,0,12,31,1,2,3,2,5,7,3,7
22201159,False,SAC,14400,138,63,36,27,17,1,8,18,3,1,4,1,1,2,2,2
22201160,True,PHX,14400,100,43,29,14,14,0,4,9,0,1,1,1,6,7,2,7
22201160,False,DEN,14400,93,52,38,14,16,0,3,7,2,1,3,2,6,8,3,8
22201161,True,MIA,14400,129,37,19,18,14,3,10,22,2,0,2,1,2,3,2,3
22201161,False,DAL,14400,122,52,31,21,10,0,19,41,1,1,2,0,5,3,2,5
22201162,True,NOP,14400,122,56,41,15,8,1,13,27,2,4,6,2,4,6,3,6
22201162,False,LAC,14400,114,51,39,12,11,0,5,10,2,0,2,0,3,3,1,3
22201163,True,CHA,14400,108,61,37,24,20,1,15,34,3,5,8,1,9,7,4,10
22201163,False,TOR,14400,128,49,29,20,23,0,9,21,3,6,9,3,6,9,4,9
22201164,True,BKN,14400,111,46,26,20,10,0,13,28,1,3,4,2,13,13,6,15
22201164,False,UTA,14400,110,41,25,16,13,0,8,18,1,2,3,1,2,3,2,3
22201165,True,CHI,14400,128,47,26,21,16,2,10,22,3,1,4,0,6,6,1,6
22201165,False,MEM,14400,107,54,29,25,1,0,8,17,2,3,5,2,7,9,4,9
22201166,True,MIN,14400,105,47,32,15,8,0,3,7,1,3,4,0,3,3,2,3
22201166,False,POR,14400,107,29,21,8,21,0,13,30,1,4,5,1,3,4,2,4
22201167,True,ATL,15900,132,41,22,19,16,0,14,31,2,2,4,1,8,6,4,9
22201167,False,DAL,15900,130,46,28,18,10,0,8,18,3,1,4,0,9,9,1,9
22201168,True,NYK,14400,118,42,25,17,14,2,4,9,5,5,10,1,9,8,6,10
22201168,False,WAS,14400,109,43,24,19,13,1,8,18,2,3,5,1,9,7,2,10
22201169,True,ORL,14400,128,43,23,20,16,1,8,18,3,3,6,0,3,3,2,3
22201169,False,DET,14400,102,41,22,19,9,1,6,13,1,2,3,0,3,3,3,3
22201170,True,SAC,15900,134,64,42,22,14,0,10,23,3,1,4,1,2,3,2,3
22201170,False,SAS,15900,142,63,32,31,16,0,13,29,3,3,6,0,6,6,3,6
22201171,True,HOU,14400,109,42,26,16,11,0,11,26,6,2,8,2,1,3,1,3
22201171,False,LAL,14400,134,58,37,21,12,0,11,27,0,3,3,3,7,9,4,10
22201172,True,OKC,14400,118,38,24,14,23,3,5,10,2,4,6,1,2,3,3,3
22201172,False,PHX,14400,128,46,35,11,14,1,9,20,2,1,3,0,5,5,4,5
22201173,True,CLE,14400,115,51,39,12,15,1,7,17,4,4,8,2,10,10,5,12
22201173,False,IND,14400,105,51,37,14,11,0,7,15,4,3,7,2,4,5,1,6
22201174,True,MIL,14400,117,56,36,20,18,0,6,15,1,4,5,0,1,1,1,1
22201174,False,PHI,14400,104,46,27,19,8,1,9,22,3,4,7,0,3,3,3,3
22201175,True,DEN,14400,112,49,27,22,16,0,10,22,0,3,3,2,6,8,5,8
22201175,False,GSW,14400,110,43,28,15,13,0,1,2,2,2,4,4,1,5,3,5
22201176,True,CHA,14400,100,44,23,21,10,1,6,14,4,2,6,0,7,7,3,7
22201176,False,TOR,14400,120,49,27,22,14,0,7,16,2,1,3,1,2,3,2,3
22201177,True,DET,14400,105,35,19,16,10,0,5,11,2,0,2,0,2,2,1,2
22201177,False,MIA,14400,118,38,24,14,16,1,6,14,0,3,3,1,8,9,3,9
22201178,True,ORL,14400,113,38,24,14,10,0,11,22,3,1,4,1,2,3,1,3
22201178,False,CLE,14400,117,54,39,15,13,3,7,16,1,1,2,1,2,3,2,3
22201179,True,WAS,14400,128,50,27,23,10,0,18,43,2,2,4,0,19,11,7,19
22201179,False,MIL,14400,140,50,39,11,9,0,5,11,2,4,6,5,7,10,5,12
22201180,True,BKN,14400,102,45,34,11,7,0,13,28,2,1,3,1,4,5,3,5
22201180,False,MIN,14400,107,37,24,13,9,0,9,21,1,2,3,3,5,8,5,8
22201181,True,PHI,14400,103,47,26,21,7,1,4,12,2,3,5,0,5,5,1,5
22201181,False,BOS,14400,101,52,34,18,5,0,8,18,5,0,5,1,3,3,1,4
22201182,True,CHI,14400,105,48,25,23,13,1,3,6,0,3,3,2,2,4,3,4
22201182,False,ATL,14400,123,40,31,9,8,1,4,9,3,3,6,0,2,2,1,2
22201183,True,HOU,14400,124,39,22,17,13,0,6,14,4,4,8,4,5,9,5,9
22201183,False,DEN,14400,103,42,28,14,12,1,7,17,4,2,6,1,1,2,2,2
22201184,True,MEM,14400,119,57,30,27,9,0,10,23,1,0,1,0,5,5,0,5
22201184,False,POR,14400,109,43,17,26,11,0,11,25,4,5,9,0,4,4,2,4
22201185,True,NOP,14400,103,44,32,12,12,0,11,22,2,2,4,2,5,4,2,7
22201185,False,SAC,14400,121,46,34,12,13,1,10,23,3,3,6,4,5,8,5,9
22201186,True,UTA,15900,133,42,30,12,14,1,11,25,4,2,6,1,11,10,2,12
22201186,False,LAL,15900,135,38,25,13,16,3,10,21,3,1,4,1,9,10,5,10
22201187,True,GSW,14400,136,56,40,16,17,1,12,32,3,1,4,0,5,5,3,5
22201187,False,OKC,14400,125,46,25,21,20,1,9,21,4,2,6,0,2,2,2,2
22201188,True,PHX,14400,115,49,32,17,10,0,11,23,2,2,4,1,5,6,2,6
22201188,False,SAS,14400,94,43,26,17,13,1,11,25,1,1,2,2,6,8,5,8
22201189,True,DET,14400,108,43,16,27,20,1,8,19,6,1,7,2,8,8,3,10
22201189,False,BKN,14400,123,47,27,20,17,0,6,15,3,3,6,5,6,11,6,11
22201190,True,IND,14400,129,41,20,21,15,1,2,4,4,4,8,1,3,4,2,4
22201190,False,NYK,14400,138,48,29,19,19,0,0,0,2,4,6,2,5,5,4,7
22201191,True,ATL,14400,134,33,22,11,13,0,7,17,3,2,5,0,2,2,1,2
22201191,False,WAS,14400,116,41,25,16,15,0,13,27,3,1,4,1,2,3,3,3
22201192,True,BOS,14400,97,51,32,19,10,0,6,14,3,2,5,1,7,7,4,8
22201192,False,TOR,14400,93,59,37,22,14,0,4,9,3,3,6,2,8,10,7,10
22201193,True,MIL,14400,105,56,38,18,14,1,5,14,2,3,5,0,1,1,0,1
22201193,False,CHI,14400,92,56,22,34,10,0,6,14,0,3,3,2,2,3,1,4
22201194,True,NOP,15900,138,53,37,16,20,0,7,16,3,1,4,0,5,5,1,5
22201194,False,MEM,15900,131,40,32,8,25,0,10,23,1,3,4,1,4,5,3,5
22201195,True,DAL,14400,123,49,36,13,8,0,11,25,2,1,3,0,6,6,2,6
22201195,False,SAC,14400,119,40,20,20,9,0,9,20,4,2,6,0,2,2,0,2
22201196,True,LAC,14400,125,37,22,15,11,0,9,19,0,0,0,1,4,5,2,5
22201196,False,LAL,14400,118,39,24,15,20,0,8,20,1,2,3,1,4,5,4,5
22201197,True,ORL,14400,94,47,22,25,20,0,8,20,3,2,5,0,7,7,3,7
22201197,False,CLE,14400,118,61,31,30,26,2,15,36,5,8,13,2,6,7,3,8
22201198,True,PHI,14400,101,33,17,16,12,1,7,15,1,2,3,1,2,3,1,3
22201198,False,MIA,14400,129,23,11,12,12,6,10,27,2,4,6,0,4,3,2,4
22201199,True,SAS,14400,129,48,37,11,19,0,3,6,4,0,4,1,2,3,2,3
22201199,False,POR,14400,127,48,35,13,14,0,7,15,3,1,4,0,4,4,2,4
22201200,True,UTA,14400,98,37,20,17,17,0,13,27,0,2,2,0,4,4,0,4
22201200,False,OKC,14400,114,33,21,12,16,3,4,10,3,2,5,1,17,17,4,18
22201201,True,PHX,14400,119,50,37,13,9,0,4,10,0,0,0,0,4,4,3,4
22201201,False,DEN,14400,115,49,28,21,7,0,10,22,3,3,6,1,0,1,1,1
22201202,True,CHA,14400,109,40,30,10,16,0,10,27,0,4,4,0,5,5,1,5
22201202,False,HOU,14400,112,36,20,16,19,1,7,16,1,4,5,2,2,4,4,4
22201203,True,IND,14400,115,50,29,21,16,1,8,19,2,3,5,4,6,10,6,10
22201203,False,DET,14400,122,40,25,15,12,2,8,20,3,3,6,1,3,3,1,4
22201204,True,WAS,14400,114,47,25,22,11,0,9,19,3,4,7,4,2,6,4,6
22201204,False,MIA,14400,108,39,26,13,18,0,8,20,2,2,4,3,1,4,3,4
22201205,True,ATL,15900,131,57,45,12,19,2,11,24,1,2,3,0,4,4,4,4
22201205,False,PHI,15900,136,41,24,17,13,2,8,19,3,3,6,2,3,5,4,5
22201206,True,BOS,14400,121,52,39,13,5,0,7,14,8,4,12,0,4,4,3,4
22201206,False,TOR,14400,102,47,19,28,18,0,11,25,1,4,5,2,5,7,7,7
22201207,True,BKN,14400,101,48,28,20,11,0,5,11,3,5,8,0,1,1,0,1
22201207,False,ORL,14400,84,47,22,25,11,0,1,2,4,2,6,0,2,2,1,2
22201208,True,MIL,14400,114,36,25,11,15,1,8,21,7,1,8,1,2,3,2,3
22201208,False,MEM,14400,137,57,26,31,13,1,8,19,4,2,6,0,1,1,1,1
22201209,True,NOP,14400,113,47,26,21,11,0,10,22,1,1,2,1,5,6,1,6
22201209,False,NYK,14400,105,41,26,15,7,0,8,20,1,2,3,1,1,2,1,2
22201210,True,DAL,14400,112,36,27,9,14,1,4,10,4,4,8,0,3,3,2,3
22201210,False,CHI,14400,115,51,18,33,13,0,7,14,3,5,8,1,3,4,1,4
22201211,True,SAC,14400,97,36,18,18,19,2,4,9,5,1,6,0,4,4,0,4
22201211,False,GSW,14400,119,61,32,29,12,0,9,22,2,4,6,2,10,12,4,12
22201212,True,LAL,14400,121,42,28,14,9,0,14,31,3,6,9,0,6,6,2,6
22201212,False,PHX,14400,107,50,30,20,12,0,15,33,0,0,0,0,2,2,0,2
22201213,True,UTA,14400,118,45,24,21,10,2,8,19,2,2,4,1,4,5,5,5
22201213,False,DEN,14400,114,54,33,21,10,1,4,10,0,2,2,0,4,4,2,4
22201214,True,SAS,14400,131,55,31,24,18,1,15,31,2,3,5,0,3,3,0,3
22201214,False,MIN,14400,151,59,39,20,16,1,12,29,4,2,6,1,0,1,1,1
22201215,True,LAC,14400,136,43,24,19,10,0,8,17,1,3,4,1,0,1,0,1
22201215,False,POR,14400,125,42,24,18,17,0,8,20,0,2,2,0,4,4,1,4
22201216,True,BOS,14400,120,35,21,14,12,0,13,37,4,3,7,1,8,8,5,9
22201216,False,ATL,14400,114,46,17,29,20,2,10,23,4,5,9,2,8,10,6,10
22201217,True,BKN,14400,105,51,35,16,12,1,15,35,3,2,5,3,3,6,4,6
22201217,False,PHI,14400,134,46,27,19,16,1,9,22,2,2,4,2,4,6,3,6
22201218,True,CLE,14400,95,43,21,22,9,0,15,38,2,2,4,2,3,5,2,5
22201218,False,CHA,14400,106,48,32,16,15,0,13,28,1,0,1,0,5,5,1,5
22201219,True,MIA,14400,123,33,19,14,17,1,12,29,4,2,6,1,0,1,1,1
22201219,False,ORL,14400,110,28,8,20,25,0,5,13,1,1,2,1,1,2,2,2
22201220,True,NYK,14400,136,40,26,14,14,0,8,20,1,3,4,1,2,1,0,3
22201220,False,IND,14400,141,42,30,12,13,0,7,15,2,3,5,0,11,9,0,11
22201221,True,TOR,14400,121,52,33,19,14,0,10,24,1,3,4,0,2,2,0,2
22201221,False,MIL,14400,105,46,30,16,10,0,12,26,3,0,3,1,3,4,3,4
22201222,True,WAS,14400,109,37,28,9,22,0,5,12,3,4,7,1,4,5,3,5
22201222,False,HOU,14400,114,39,26,13,28,1,3,7,3,0,3,2,1,3,3,3
22201223,True,CHI,14400,103,56,35,21,23,0,9,19,0,4,4,4,5,7,7,9
22201223,False,DET,14400,81,58,41,17,9,0,5,10,0,1,1,1,1,2,1,2
22201224,True,DAL,14400,117,49,29,20,13,0,7,15,1,1,2,0,4,4,2,4
22201224,False,SAS,14400,138,43,21,22,5,0,2,4,3,2,5,0,0,0,0,0
22201225,True,MIN,14400,113,50,43,7,23,0,9,20,5,2,7,1,0,1,0,1
22201225,False,NOP,14400,108,46,28,18,20,0,18,36,2,1,3,2,3,4,4,5
22201226,True,OKC,14400,115,59,33,26,5,1,11,23,1,2,3,0,2,2,2,2
22201226,False,MEM,14400,100,41,22,19,10,1,7,16,2,1,3,0,2,2,2,2
22201227,True,DEN,14400,109,37,21,16,15,0,5,10,1,1,2,1,1,2,2,2
22201227,False,SAC,14400,95,41,24,17,13,2,5,13,0,0,0,1,1,2,2,2
